# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2021-11-16
#
# GRDC-No.:              3629001
# River:                 AMAZON RIVER
# Station:               OBIDOS - LINIGRAFO
# Country:               --
# Latitude (DD):       -1.9192
# Longitude (DD):      -55.5131
# Catchment area (km²):      
# Altitude (m ASL):        37.0
# Next downstream station:      -
# Remarks:               
# Owner of original data: Brazil - National Water Agency (ANA)
#************************************************************
#
# Data Set Content:      MEAN MONTHLY DISCHARGE (MQ)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1968 - 2020
# No. of years:          53
# Last update:           2021-03-24
#
# Table Header:
#     YYYY-MM-DD - Date (DD=00)
#     hh:mm      - Time
#     Original   - original (provided) data
#     Calculated - GRDC calculated from daily data
#     Flag       - percentage of valid values used for calculation from daily data
#************************************************************
#
# Data lines: 625
# DATA
YYYY-MM-DD;hh:mm; Original; Calculated; Flag
2003-04-01;--:--;   -999.000; 195367.210; 100
2003-05-01;--:--;   -999.000; 212205.751; 100
2003-06-01;--:--;   -999.000; 214963.980; 100
2003-07-01;--:--;   -999.000; 208432.453; 100
2003-08-01;--:--;   -999.000; 192303.259; 100
2003-09-01;--:--;   -999.000; 163007.449; 100
2003-10-01;--:--;   -999.000; 119053.671; 100
2003-11-01;--:--;   -999.000; 104878.309; 100
2003-12-01;--:--;   -999.000; 106985.622; 100
2004-01-01;--:--;   -999.000; 127021.179; 100
2004-02-01;--:--;   -999.000; 156280.093; 100
2004-03-01;--:--;   -999.000; 175425.195; 100
2004-04-01;--:--;   -999.000; 198193.187; 100
2004-05-01;--:--;   -999.000; 209576.201; 100
2004-06-01;--:--;   -999.000; 204456.266; 100
2004-07-01;--:--;   -999.000; 191269.474; 100
2004-08-01;--:--;   -999.000; 173754.436; 100
2004-09-01;--:--;   -999.000; 145934.509; 100
2004-10-01;--:--;   -999.000; 117544.075; 100
2004-11-01;--:--;   -999.000; 105943.015; 100
2004-12-01;--:--;   -999.000; 114438.344; 100
2005-01-01;--:--;   -999.000; 133292.020; 100
2005-02-01;--:--;   -999.000; 150195.384; 100
2005-03-01;--:--;   -999.000; 187138.484; 100
2005-04-01;--:--;   -999.000; 214503.382; 100
2005-05-01;--:--;   -999.000; 224148.017; 100
2005-06-01;--:--;   -999.000; 216783.867; 100
2005-07-01;--:--;   -999.000; 196669.320; 100
2005-08-01;--:--;   -999.000; 158472.086; 100
2005-09-01;--:--;   -999.000; 105488.918; 100
2005-10-01;--:--;   -999.000;  76012.427; 100
2005-11-01;--:--;   -999.000;  84954.086; 100
2005-12-01;--:--;   -999.000; 111752.838; 100
2006-01-01;--:--;   -999.000; 146497.015; 100
2006-02-01;--:--;   -999.000; 179251.813; 100
2006-03-01;--:--;   -999.000; 209490.383; 100
2006-04-01;--:--;   -999.000; 224882.617; 100
2006-05-01;--:--;   -999.000; 240950.058; 100
2006-06-01;--:--;   -999.000; 239117.676; 100
2006-07-01;--:--;   -999.000; 218771.176; 100
2006-08-01;--:--;   -999.000; 184523.284; 100
2006-09-01;--:--;   -999.000; 134626.715; 100
2006-10-01;--:--;   -999.000;  94755.011; 100
2006-11-01;--:--;   -999.000;  94099.036; 100
2006-12-01;--:--;   -999.000; 118041.431; 100
2007-01-01;--:--;   -999.000; 145041.843; 100
2007-02-01;--:--;   -999.000; 168112.714; 100
2007-03-01;--:--;   -999.000; 183245.257; 100
2007-04-01;--:--;   -999.000; 200068.247; 100
2007-05-01;--:--;   -999.000; 219549.033; 100
2007-06-01;--:--;   -999.000; 225289.730; 100
2007-07-01;--:--;   -999.000; 213171.331; 100
2007-08-01;--:--;   -999.000; 189911.323; 100
2007-09-01;--:--;   -999.000; 142565.224; 100
2007-10-01;--:--;   -999.000; 100609.560; 100
2007-11-01;--:--;   -999.000;  98733.647; 100
2007-12-01;--:--;   -999.000; 118803.553; 100
2008-01-01;--:--;   -999.000; 149988.905; 100
2008-02-01;--:--;   -999.000; 182776.969; 100
2008-03-01;--:--;   -999.000; 209258.470; 100
2008-04-01;--:--;   -999.000; 227441.539; 100
2008-05-01;--:--;   -999.000; 236454.413; 100
2008-06-01;--:--;   -999.000; 236908.733; 100
2008-07-01;--:--;   -999.000; 221866.212; 100
2008-08-01;--:--;   -999.000; 191586.975; 100
2008-09-01;--:--;   -999.000; 144832.656; 100
2008-10-01;--:--;   -999.000; 107532.463; 100
2008-11-01;--:--;   -999.000; 107259.599; 100
2008-12-01;--:--;   -999.000; 126340.877; 100
2009-01-01;--:--;   -999.000; 158028.430; 100
2009-02-01;--:--;   -999.000; 192246.463; 100
2009-03-01;--:--;   -999.000; 223244.292; 100
2009-04-01;--:--;   -999.000; 242856.830; 100
2009-05-01;--:--;   -999.000; 255950.162; 100
2009-06-01;--:--;   -999.000; 255416.094; 100
2009-07-01;--:--;   -999.000; 244155.878; 100
2009-08-01;--:--;   -999.000; 219998.358; 100
2009-09-01;--:--;   -999.000; 177794.323; 100
2009-10-01;--:--;   -999.000; 116083.989; 100
2009-11-01;--:--;   -999.000;  92100.410; 100
2009-12-01;--:--;   -999.000;  95935.147; 100
2010-01-01;--:--;   -999.000; 136007.263; 100
2010-02-01;--:--;   -999.000; 161130.574; 100
2010-03-01;--:--;   -999.000; 175584.528; 100
2010-04-01;--:--;   -999.000; 200825.858; 100
2010-05-01;--:--;   -999.000; 221364.324; 100
2010-06-01;--:--;   -999.000; 221062.971; 100
2010-07-01;--:--;   -999.000; 203776.510; 100
2010-08-01;--:--;   -999.000; 173700.978; 100
2010-09-01;--:--;   -999.000; 116984.788; 100
2010-10-01;--:--;   -999.000;  81910.298; 100
2010-11-01;--:--;   -999.000;  78864.192; 100
2010-12-01;--:--;   -999.000;  94128.529; 100
2011-01-01;--:--;   -999.000; 119044.277; 100
2011-02-01;--:--;   -999.000; 153668.484; 100
2011-03-01;--:--;   -999.000; 187756.905; 100
2011-04-01;--:--;   -999.000; 217065.160; 100
2011-05-01;--:--;   -999.000; 234324.746; 100
2011-06-01;--:--;   -999.000; 234512.534; 100
2011-07-01;--:--;   -999.000; 220514.377; 100
2011-08-01;--:--;   -999.000; 192700.898; 100
2011-09-01;--:--;   -999.000; 137087.877; 100
2011-10-01;--:--;   -999.000;  91972.232; 100
2011-11-01;--:--;   -999.000;  94724.046; 100
2011-12-01;--:--;   -999.000; 107232.087; 100
2012-01-01;--:--;   -999.000; 144029.546; 100
2012-02-01;--:--;   -999.000; 188654.338; 100
2012-03-01;--:--;   -999.000; 222964.755; 100
2012-04-01;--:--;   -999.000; 241543.437; 100
2012-05-01;--:--;   -999.000; 251642.900; 100
2012-06-01;--:--;   -999.000; 244342.626; 100
2012-07-01;--:--;   -999.000; 227559.866; 100
2012-08-01;--:--;   -999.000; 199560.714; 100
2012-09-01;--:--;   -999.000; 145301.108; 100
2012-10-01;--:--;   -999.000;  95172.567; 100
2012-11-01;--:--;   -999.000;  85281.726; 100
2012-12-01;--:--;   -999.000;  94149.006; 100
2013-01-01;--:--;   -999.000; 127927.382; 100
2013-02-01;--:--;   -999.000; 166479.323; 100
2013-03-01;--:--;   -999.000; 203900.092; 100
2013-04-01;--:--;   -999.000; 230026.326; 100
2013-05-01;--:--;   -999.000; 243734.788; 100
2013-06-01;--:--;   -999.000; 241498.849; 100
2013-07-01;--:--;   -999.000; 225936.165; 100
2013-08-01;--:--;   -999.000; 200781.425; 100
2013-09-01;--:--;   -999.000; 169938.488; 100
2013-10-01;--:--;   -999.000; 129439.301; 100
2013-11-01;--:--;   -999.000; 116130.863; 100
2013-12-01;--:--;   -999.000; 133775.896; 100
2014-01-01;--:--;   -999.000; 156076.345; 100
2014-02-01;--:--;   -999.000; 179695.439; 100
2014-03-01;--:--;   -999.000; 211782.990; 100
2014-04-01;--:--;   -999.000; 237989.904; 100
2014-05-01;--:--;   -999.000; 251361.752; 100
2014-06-01;--:--;   -999.000; 250293.592; 100
2014-07-01;--:--;   -999.000; 239984.281; 100
2014-08-01;--:--;   -999.000; 219937.898; 100
2014-09-01;--:--;   -999.000; 183240.339; 100
2014-10-01;--:--;   -999.000; 134109.071; 100
2014-11-01;--:--;   -999.000; 114898.156; 100
2014-12-01;--:--;   -999.000; 127115.519; 100
2015-01-01;--:--;   -999.000; 143713.567; 100
2015-02-01;--:--;   -999.000; 173118.221; 100
2015-03-01;--:--;   -999.000; 204811.193; 100
2015-04-01;--:--;   -999.000; 237418.390; 100
2015-05-01;--:--;   -999.000; 259261.068; 100
2015-06-01;--:--;   -999.000; 262467.791; 100
2015-07-01;--:--;   -999.000; 251044.320; 100
2015-08-01;--:--;   -999.000; 227506.907; 100
2015-09-01;--:--;   -999.000; 187747.401; 100
2015-10-01;--:--;   -999.000; 116030.873; 100
2015-11-01;--:--;   -999.000;  83639.731; 100
2015-12-01;--:--;   -999.000;  87815.938; 100
2016-01-01;--:--;   -999.000; 102771.116; 100
2016-02-01;--:--;   -999.000; 118814.442; 100
2016-03-01;--:--;   -999.000; 140583.598; 100
2016-04-01;--:--;   -999.000; 182419.139; 100
2016-05-01;--:--;   -999.000; 200558.656; 100
2016-06-01;--:--;   -999.000; 203407.558; 100
2016-07-01;--:--;   -999.000; 196293.298; 100
2016-08-01;--:--;   -999.000; 176151.536; 100
2016-09-01;--:--;   -999.000; 138005.345; 100
2016-10-01;--:--;   -999.000;  97988.772; 100
2016-11-01;--:--;   -999.000;  94371.638; 100
2016-12-01;--:--;   -999.000;  95448.466; 100
2017-01-01;--:--;   -999.000; 135991.305; 100
2017-02-01;--:--;   -999.000; 182382.934; 100
2017-03-01;--:--;   -999.000; 219348.689; 100
2017-04-01;--:--;   -999.000; 245187.806; 100
2017-05-01;--:--;   -999.000; 254854.439; 100
2017-06-01;--:--;   -999.000; 243086.036; 100
2017-07-01;--:--;   -999.000; 223712.033; 100
2017-08-01;--:--;   -999.000; 189737.752; 100
2017-09-01;--:--;   -999.000; 127744.417; 100
2017-10-01;--:--;   -999.000;  92272.058; 100
2017-11-01;--:--;   -999.000;  96447.541; 100
2017-12-01;--:--;   -999.000; 110726.289; 100
2018-01-01;--:--;   -999.000; 136350.001; 100
2018-02-01;--:--;   -999.000; 168604.154; 100
2018-03-01;--:--;   -999.000; 193476.913; 100
2018-04-01;--:--;   -999.000; 210105.820; 100
2018-05-01;--:--;   -999.000; 229915.043; 100
2018-06-01;--:--;   -999.000; 234719.488; 100
2018-07-01;--:--;   -999.000; 223720.818; 100
2018-08-01;--:--;   -999.000; 200273.983; 100
2018-09-01;--:--;   -999.000; 164180.756; 100
2018-10-01;--:--;   -999.000; 112500.283; 100
2018-11-01;--:--;   -999.000;  91508.408; 100
2018-12-01;--:--;   -999.000; 125853.359; 100
2019-01-01;--:--;   -999.000; 163489.022; 100
2019-02-01;--:--;   -999.000; 190566.186; 100
2019-03-01;--:--;   -999.000; 216690.298; 100
2019-04-01;--:--;   -999.000; 236793.198; 100
2019-05-01;--:--;   -999.000; 253270.136; 100
2019-06-01;--:--;   -999.000; 259209.349; 100
2019-07-01;--:--;   -999.000; 243146.904; 100
2019-08-01;--:--;   -999.000; 213757.404; 100
2019-09-01;--:--;   -999.000; 171382.874; 100
2019-10-01;--:--;   -999.000; 113018.323; 100
2019-11-01;--:--;   -999.000; 105909.753; 100
2019-12-01;--:--;   -999.000; 129067.349; 100
2020-01-01;--:--;   -999.000; 163443.237; 100
