Date,Discharge [ft^3/s]
2019-03-16,1870000
2019-03-17,1870000
2019-03-18,1860000
2019-03-19,1860000
2019-03-20,1860000
2019-03-21,1850000
2019-03-22,1850000
2019-03-23,1840000
2019-03-24,1840000
2019-03-25,1840000
2019-03-26,1830000
2019-03-27,1830000
2019-03-28,1820000
2019-03-29,1810000
2019-03-30,1780000
2019-03-31,1750000
2019-04-01,1720000
2019-04-02,1690000
2019-04-03,1650000
2019-04-04,1620000
2019-04-05,1590000
2019-04-06,1560000
2019-04-07,1530000
2019-04-08,1520000
2019-04-09,1500000
2019-04-10,1480000
2019-04-11,1460000
2019-04-12,1450000
2019-04-13,1440000
2019-04-14,1430000
2019-04-15,1420000
2019-04-16,1410000
2019-04-17,1410000
2019-04-18,1410000
2019-04-19,1420000
2019-04-20,1430000
2019-04-21,1440000
2019-04-22,1440000
2019-04-23,1450000
2019-04-24,1450000
2019-04-25,1450000
2019-04-26,1450000
2019-04-27,1450000
2019-04-28,1460000
2019-04-29,1460000
2019-04-30,1460000
2019-05-01,1470000
2019-05-02,1470000
2019-05-03,1470000
2019-05-04,1480000
2019-05-05,1480000
2019-05-06,1490000
2019-05-07,1500000
2019-05-08,1500000
2019-05-09,1520000
2019-05-10,1530000
2019-05-11,1540000
2019-05-12,1550000
2019-05-13,1550000
2019-05-14,1560000
2019-05-15,1560000
2019-05-16,1570000
2019-05-17,1570000
2019-05-18,1580000
2019-05-19,1590000
2019-05-20,1590000
2019-05-21,1590000
2019-05-22,1590000
2019-05-23,1590000
2019-05-24,1590000
2019-05-25,1580000
2019-05-26,1580000
2019-05-27,1570000
2019-05-28,1560000
2019-05-29,1560000
2019-05-30,1560000
2019-05-31,1550000
2019-06-01,1550000
2019-06-02,1550000
2019-06-03,1540000
2019-06-04,1540000
2019-06-05,1550000
2019-06-06,1550000
2019-06-07,1550000
2019-06-08,1560000
2019-06-09,1560000
2019-06-10,1570000
2019-06-11,1570000
2019-06-12,1580000
2019-06-13,1570000
2019-06-14,1570000
2019-06-15,1560000
2019-06-16,1550000
2019-06-17,1540000
2019-06-18,1530000
2019-06-19,1520000
2019-06-20,1510000
2019-06-21,1500000
2019-06-22,1490000
2019-06-23,1480000
2019-06-24,1480000
2019-06-25,1470000
2019-06-26,1470000
2019-06-27,1460000
2019-06-28,1470000
2019-06-29,1470000
2019-06-30,1470000
2019-07-01,1480000
2019-07-02,1480000
2019-07-03,1490000
2019-07-04,1490000
2019-07-05,1490000
2019-07-06,1490000
2019-07-07,1490000
2019-07-08,1490000
2019-07-09,1490000
2019-07-10,1480000
2019-07-11,1480000
2019-07-12,1480000
2019-07-13,1460000
2019-07-14,1460000
2019-07-15,1450000
2019-07-16,1440000
2019-07-17,1430000
2019-07-18,1410000
2019-07-19,1390000
2019-07-20,1370000
2019-07-21,1350000
2019-07-22,1330000
2019-07-23,1310000
2019-07-24,1290000
2019-07-25,1270000
2019-07-26,1240000
2019-07-27,1220000
2019-07-28,1190000
2019-07-29,1160000
2019-07-30,1140000
2019-07-31,1120000
2019-08-01,1100000
2019-08-02,1080000
2019-08-03,1060000
2019-08-04,1030000
2019-08-05,995000
2019-08-06,960000
2019-08-07,928000
2019-08-08,895000
2019-08-09,865000
2019-08-10,837000
2019-08-11,815000
2019-08-12,795000
2019-08-13,776000
2019-08-14,749000
2019-08-15,717000
2019-08-16,685000
2019-08-17,657000
2019-08-18,635000
2019-08-19,619000
2019-08-20,607000
2019-08-21,597000
2019-08-22,586000
2019-08-23,576000
2019-08-24,567000
2019-08-25,559000
2019-08-26,561000
2019-08-27,578000
2019-08-28,599000
2019-08-29,602000
2019-08-30,601000
2019-08-31,600000
2019-09-01,604000
2019-09-02,610000
2019-09-03,609000
2019-09-04,603000
2019-09-05,596000
2019-09-06,589000
2019-09-07,581000
2019-09-08,575000
2019-09-09,570000
2019-09-10,556000
2019-09-11,539000
2019-09-12,524000
2019-09-13,512000
2019-09-14,498000
2019-09-15,487000
2019-09-16,475000
2019-09-17,466000
2019-09-18,458000
2019-09-19,453000
2019-09-20,452000
2019-09-21,452000
2019-09-22,455000
2019-09-23,463000
2019-09-24,474000
2019-09-25,478000
2019-09-26,486000
2019-09-27,497000
2019-09-28,509000
2019-09-29,516000
2019-09-30,523000
2019-10-01,536000
2019-10-02,549000
2019-10-03,561000
2019-10-04,568000
2019-10-05,570000
2019-10-06,574000
2019-10-07,589000
2019-10-08,610000
2019-10-09,634000
2019-10-10,655000
2019-10-11,672000
2019-10-12,686000
2019-10-13,703000
2019-10-14,724000
2019-10-15,751000
2019-10-16,764000
2019-10-17,762000
2019-10-18,757000
2019-10-19,755000
2019-10-20,752000
2019-10-21,750000
2019-10-22,751000
2019-10-23,746000
2019-10-24,742000
2019-10-25,741000
2019-10-26,750000
2019-10-27,764000
2019-10-28,785000
2019-10-29,813000
2019-10-30,846000
2019-10-31,880000
2019-11-01,892000
2019-11-02,898000
2019-11-03,902000
2019-11-04,907000
2019-11-05,908000
2019-11-06,906000
2019-11-07,906000
2019-11-08,908000
2019-11-09,914000
2019-11-10,923000
2019-11-11,938000
2019-11-12,945000
2019-11-13,945000
2019-11-14,933000
2019-11-15,912000
2019-11-16,886000
2019-11-17,853000
2019-11-18,816000
2019-11-19,783000
2019-11-20,755000
2019-11-21,731000
2019-11-22,710000
2019-11-23,691000
2019-11-24,675000
2019-11-25,666000
2019-11-26,666000
2019-11-27,673000
2019-11-28,675000
2019-11-29,679000
2019-11-30,690000
2019-12-01,712000
2019-12-02,737000
2019-12-03,765000
2019-12-04,801000
2019-12-05,837000
2019-12-06,872000
2019-12-07,912000
2019-12-08,950000
2019-12-09,982000
2019-12-10,1010000
2019-12-11,1030000
2019-12-12,1040000
2019-12-13,1040000
2019-12-14,1020000
2019-12-15,995000
2019-12-16,966000
2019-12-17,938000
2019-12-18,917000
2019-12-19,904000
2019-12-20,892000
2019-12-21,881000
2019-12-22,870000
2019-12-23,875000
2019-12-24,881000
2019-12-25,891000
2019-12-26,905000
2019-12-27,914000
2019-12-28,921000
2019-12-29,930000
2019-12-30,938000
2019-12-31,941000
2020-01-01,933000
2020-01-02,923000
2020-01-03,928000
2020-01-04,940000
2020-01-05,956000
2020-01-06,981000
2020-01-07,1010000
2020-01-08,1040000
2020-01-09,1060000
2020-01-10,1080000
2020-01-11,1100000
2020-01-12,1130000
2020-01-13,1150000
2020-01-14,1190000
2020-01-15,1230000
2020-01-16,1260000
2020-01-17,1280000
2020-01-18,1300000
2020-01-19,1310000
2020-01-20,1330000
2020-01-21,1340000
2020-01-22,1350000
2020-01-23,1360000
2020-01-24,1380000
2020-01-25,1390000
2020-01-26,1400000
2020-01-27,1400000
2020-01-28,1400000
2020-01-29,1400000
2020-01-30,1390000
2020-01-31,1380000
2020-02-01,1370000
2020-02-02,1350000
2020-02-03,1340000
2020-02-04,1320000
2020-02-05,1300000
2020-02-06,1280000
2020-02-07,1270000
2020-02-08,1250000
2020-02-09,1240000
2020-02-10,1230000
2020-02-11,1230000
2020-02-12,1230000
2020-02-13,1240000
2020-02-14,1250000
2020-02-15,1270000
2020-02-16,1290000
2020-02-17,1310000
2020-02-18,1330000
2020-02-19,1350000
2020-02-20,1370000
2020-02-21,1380000
2020-02-22,1400000
2020-02-23,1410000
2020-02-24,1420000
2020-02-25,1430000
2020-02-26,1430000
2020-02-27,1440000
2020-02-28,1450000
2020-02-29,1450000
2020-03-01,1450000
2020-03-02,1450000
2020-03-03,1450000
2020-03-04,1450000
2020-03-05,1450000
2020-03-06,1440000
2020-03-07,1430000
2020-03-08,1410000
2020-03-09,1390000
2020-03-10,1370000
2020-03-11,1350000
2020-03-12,1330000
2020-03-13,1320000
2020-03-14,1300000
2020-03-15,1290000
2020-03-16,1280000
2020-03-17,1270000
2020-03-18,1260000
2020-03-19,1260000
2020-03-20,1270000
2020-03-21,1270000
2020-03-22,1280000
2020-03-23,1300000
2020-03-24,1310000
2020-03-25,1330000
2020-03-26,1340000
2020-03-27,1350000
2020-03-28,1360000
2020-03-29,1370000
2020-03-30,1380000
2020-03-31,1400000
2020-04-01,1410000
2020-04-02,1430000
2020-04-03,1440000
2020-04-04,1460000
2020-04-05,1480000
2020-04-06,1500000
2020-04-07,1510000
2020-04-08,1520000
2020-04-09,1540000
2020-04-10,1540000
2020-04-11,1540000
2020-04-12,1550000
2020-04-13,1560000
2020-04-14,1560000
2020-04-15,1550000
2020-04-16,1530000
2020-04-17,1520000
2020-04-18,1500000
2020-04-19,1480000
2020-04-20,1470000
2020-04-21,1450000
2020-04-22,1430000
2020-04-23,1430000
2020-04-24,1420000
2020-04-25,1410000
2020-04-26,1400000
2020-04-27,1390000
2020-04-28,1390000
2020-04-29,1380000
2020-04-30,1380000
2020-05-01,1370000
2020-05-02,1360000
2020-05-03,1350000
2020-05-04,1340000
2020-05-05,1330000
2020-05-06,1320000
2020-05-07,1310000
2020-05-08,1300000
2020-05-09,1300000
2020-05-10,1290000
2020-05-11,1290000
2020-05-12,1280000
2020-05-13,1270000
2020-05-14,1260000
2020-05-15,1260000
2020-05-16,1250000
2020-05-17,1240000
2020-05-18,1230000
2020-05-19,1220000
2020-05-20,1210000
2020-05-21,1200000
2020-05-22,1190000
2020-05-23,1170000
2020-05-24,1160000
2020-05-25,1160000
2020-05-26,1170000
2020-05-27,1170000
2020-05-28,1180000
2020-05-29,1200000
2020-05-30,1210000
2020-05-31,1220000
2020-06-01,1240000
2020-06-02,1250000
2020-06-03,1260000
2020-06-04,1270000
2020-06-05,1280000
2020-06-06,1290000
2020-06-07,1300000
2020-06-08,1300000
2020-06-09,1310000
2020-06-10,1310000
2020-06-11,1300000
2020-06-12,1290000
2020-06-13,1270000
2020-06-14,1250000
2020-06-15,1230000
2020-06-16,1200000
2020-06-17,1160000
2020-06-18,1120000
2020-06-19,1080000
2020-06-20,1040000
2020-06-21,993000
2020-06-22,953000
2020-06-23,914000
2020-06-24,878000
2020-06-25,844000
2020-06-26,814000
2020-06-27,785000
2020-06-28,760000
2020-06-29,738000
2020-06-30,716000
2020-07-01,695000
2020-07-02,675000
2020-07-03,667000
2020-07-04,675000
2020-07-05,696000
2020-07-06,724000
2020-07-07,752000
2020-07-08,780000
2020-07-09,803000
2020-07-10,810000
2020-07-11,804000
2020-07-12,782000
2020-07-13,745000
2020-07-14,698000
2020-07-15,647000
2020-07-16,608000
2020-07-17,579000
2020-07-18,565000
2020-07-19,551000
2020-07-20,537000
2020-07-21,526000
2020-07-22,514000
2020-07-23,502000
2020-07-24,491000
2020-07-25,485000
2020-07-26,486000
2020-07-27,486000
2020-07-28,488000
2020-07-29,489000
2020-07-30,489000
2020-07-31,489000
2020-08-01,490000
2020-08-02,487000
2020-08-03,474000
2020-08-04,466000
2020-08-05,477000
2020-08-06,508000
2020-08-07,544000
2020-08-08,579000
2020-08-09,611000
2020-08-10,633000
2020-08-11,627000
2020-08-12,608000
2020-08-13,583000
2020-08-14,565000
2020-08-15,556000
2020-08-16,549000
2020-08-17,537000
2020-08-18,521000
2020-08-19,504000
2020-08-20,495000
2020-08-21,486000
2020-08-22,472000
2020-08-23,460000
2020-08-24,444000
2020-08-25,429000
2020-08-26,411000
2020-08-27,394000
2020-08-28,387000
2020-08-29,391000
2020-08-30,394000
2020-08-31,391000
2020-09-01,393000
2020-09-02,404000
2020-09-03,429000
2020-09-04,460000
2020-09-05,488000
2020-09-06,501000
2020-09-07,490000
2020-09-08,483000
2020-09-09,486000
2020-09-10,492000
2020-09-11,499000
2020-09-12,500000
2020-09-13,497000
2020-09-14,482000
2020-09-15,457000
2020-09-16,433000
2020-09-17,418000
2020-09-18,402000
2020-09-19,399000
2020-09-20,405000
2020-09-21,416000
2020-09-22,428000
2020-09-23,434000
2020-09-24,450000
2020-09-25,464000
2020-09-26,456000
2020-09-27,437000
2020-09-28,416000
2020-09-29,397000
2020-09-30,380000
2020-10-01,366000
2020-10-02,357000
2020-10-03,351000
2020-10-04,337000
2020-10-05,322000
2020-10-06,317000
2020-10-07,311000
2020-10-08,305000
2020-10-09,306000
2020-10-10,311000
2020-10-11,317000
2020-10-12,319000
2020-10-13,325000
2020-10-14,330000
2020-10-15,333000
2020-10-16,327000
2020-10-17,316000
2020-10-18,306000
2020-10-19,299000
2020-10-20,293000
2020-10-21,293000
2020-10-22,291000
2020-10-23,285000
2020-10-24,286000
2020-10-25,299000
2020-10-26,312000
2020-10-27,313000
2020-10-28,313000
2020-10-29,317000
2020-10-30,334000
2020-10-31,368000
2020-11-01,408000
2020-11-02,438000
2020-11-03,467000
2020-11-04,516000
2020-11-05,566000
2020-11-06,601000
2020-11-07,620000
2020-11-08,623000
2020-11-09,609000
2020-11-10,581000
2020-11-11,550000
2020-11-12,516000
2020-11-13,485000
2020-11-14,456000
2020-11-15,432000
2020-11-16,410000
2020-11-17,393000
2020-11-18,381000
2020-11-19,377000
2020-11-20,387000
2020-11-21,399000
2020-11-22,412000
2020-11-23,423000
2020-11-24,426000
2020-11-25,422000
2020-11-26,419000
2020-11-27,420000
2020-11-28,426000
2020-11-29,432000
2020-11-30,450000
2020-12-01,473000
2020-12-02,500000
2020-12-03,522000
2020-12-04,537000
2020-12-05,545000
2020-12-06,545000
2020-12-07,536000
2020-12-08,524000
2020-12-09,517000
2020-12-10,512000
2020-12-11,501000
2020-12-12,493000
2020-12-13,478000
2020-12-14,473000
2020-12-15,476000
2020-12-16,482000
2020-12-17,483000
2020-12-18,475000
2020-12-19,467000
2020-12-20,462000
2020-12-21,460000
2020-12-22,460000
2020-12-23,461000
2020-12-24,474000
2020-12-25,485000
2020-12-26,490000
2020-12-27,486000
2020-12-28,481000
2020-12-29,473000
2020-12-30,467000
2020-12-31,464000
2021-01-01,474000
2021-01-02,518000
2021-01-03,580000
2021-01-04,645000
2021-01-05,697000
2021-01-06,728000
2021-01-07,750000
2021-01-08,773000
2021-01-09,800000
2021-01-10,823000
2021-01-11,838000
2021-01-12,840000
2021-01-13,836000
2021-01-14,825000
2021-01-15,809000
2021-01-16,769000
2021-01-17,725000
2021-01-18,679000
2021-01-19,625000
2021-01-20,575000
2021-01-21,531000
2021-01-22,498000
2021-01-23,470000
2021-01-24,441000
2021-01-25,416000
2021-01-26,397000
2021-01-27,384000
2021-01-28,380000
2021-01-29,395000
2021-01-30,419000
2021-01-31,457000
2021-02-01,516000
2021-02-02,583000
2021-02-03,640000
2021-02-04,685000
2021-02-05,733000
2021-02-06,771000
2021-02-07,799000
2021-02-08,812000
2021-02-09,810000
2021-02-10,805000
2021-02-11,799000
2021-02-12,785000
2021-02-13,758000
2021-02-14,726000
2021-02-15,691000
2021-02-16,653000
2021-02-17,616000
2021-02-18,593000
2021-02-19,580000
2021-02-20,566000
2021-02-21,556000
2021-02-22,553000
2021-02-23,558000
2021-02-24,573000
2021-02-25,592000
2021-02-26,610000
2021-02-27,630000
2021-02-28,657000
2021-03-01,697000
2021-03-02,752000
2021-03-03,820000
2021-03-04,884000
2021-03-05,943000
2021-03-06,993000
2021-03-07,1040000
2021-03-08,1070000
2021-03-09,1100000
2021-03-10,1130000
2021-03-11,1150000
2021-03-12,1170000
2021-03-13,1190000
2021-03-14,1200000
2021-03-15,1220000
2021-03-16,1230000
2021-03-17,1250000
2021-03-18,1270000
2021-03-19,1280000
2021-03-20,1300000
2021-03-21,1310000
2021-03-22,1320000
2021-03-23,1320000
2021-03-24,1330000
2021-03-25,1330000
2021-03-26,1340000
2021-03-27,1350000
2021-03-28,1360000
2021-03-29,1370000
2021-03-30,1390000
2021-03-31,1400000
2021-04-01,1410000
2021-04-02,1410000
2021-04-03,1420000
2021-04-04,1420000
2021-04-05,1420000
2021-04-06,1410000
2021-04-07,1410000
2021-04-08,1410000
2021-04-09,1410000
2021-04-10,1420000
2021-04-11,1420000
2021-04-12,1400000
2021-04-13,1380000
2021-04-14,1360000
2021-04-15,1340000
2021-04-16,1310000
2021-04-17,1270000
2021-04-18,1240000
2021-04-19,1200000
2021-04-20,1160000
2021-04-21,1120000
2021-04-22,1090000
2021-04-23,1060000
2021-04-24,1020000
2021-04-25,985000
2021-04-26,939000
2021-04-27,894000
2021-04-28,850000
2021-04-29,806000
2021-04-30,764000
2021-05-01,738000
2021-05-02,744000
2021-05-03,773000
2021-05-04,804000
2021-05-05,831000
2021-05-06,854000
2021-05-07,875000
2021-05-08,895000
2021-05-09,912000
2021-05-10,931000
2021-05-11,944000
2021-05-12,957000
2021-05-13,972000
2021-05-14,983000
2021-05-15,983000
2021-05-16,976000
2021-05-17,966000
2021-05-18,951000
2021-05-19,933000
2021-05-20,916000
2021-05-21,899000
2021-05-22,884000
2021-05-23,867000
2021-05-24,853000
2021-05-25,844000
2021-05-26,844000
2021-05-27,834000
2021-05-28,819000
2021-05-29,796000
2021-05-30,772000
2021-05-31,752000
2021-06-01,741000
2021-06-02,739000
2021-06-03,733000
2021-06-04,722000
2021-06-05,718000
2021-06-06,722000
2021-06-07,729000
2021-06-08,740000
2021-06-09,753000
2021-06-10,777000
2021-06-11,808000
2021-06-12,823000
2021-06-13,829000
2021-06-14,829000
2021-06-15,825000
2021-06-16,815000
2021-06-17,804000
2021-06-18,794000
2021-06-19,783000
2021-06-20,767000
2021-06-21,747000
2021-06-22,726000
2021-06-23,696000
2021-06-24,667000
2021-06-25,639000
2021-06-26,615000
2021-06-27,600000
2021-06-28,590000
2021-06-29,580000
2021-06-30,577000
2021-07-01,578000
2021-07-02,595000
2021-07-03,629000
2021-07-04,674000
2021-07-05,722000
2021-07-06,765000
2021-07-07,801000
2021-07-08,831000
2021-07-09,855000
2021-07-10,871000
2021-07-11,877000
2021-07-12,866000
2021-07-13,832000
2021-07-14,785000
2021-07-15,740000
2021-07-16,709000
2021-07-17,693000
2021-07-18,702000
2021-07-19,729000
2021-07-20,764000
2021-07-21,795000
2021-07-22,822000
2021-07-23,845000
2021-07-24,866000
2021-07-25,884000
2021-07-26,889000
2021-07-27,880000
2021-07-28,859000
2021-07-29,826000
2021-07-30,783000
2021-07-31,732000
2021-08-01,680000
2021-08-02,631000
2021-08-03,585000
2021-08-04,544000
2021-08-05,517000
2021-08-06,501000
2021-08-07,489000
2021-08-08,483000
2021-08-09,470000
2021-08-10,454000
2021-08-11,438000
2021-08-12,420000
2021-08-13,407000
2021-08-14,391000
2021-08-15,384000
2021-08-16,385000
2021-08-17,382000
2021-08-18,372000
2021-08-19,370000
2021-08-20,377000
2021-08-21,389000
2021-08-22,396000
2021-08-23,404000
2021-08-24,414000
2021-08-25,435000
2021-08-26,459000
2021-08-27,483000
2021-08-28,497000
2021-08-29,502000
2021-08-30,491000
2021-08-31,475000
2021-09-01,453000
2021-09-02,433000
2021-09-03,412000
2021-09-04,398000
2021-09-05,391000
2021-09-06,397000
2021-09-07,407000
2021-09-08,428000
2021-09-09,460000
2021-09-10,498000
2021-09-11,527000
2021-09-12,538000
2021-09-13,532000
2021-09-14,515000
2021-09-15,491000
2021-09-16,465000
2021-09-17,437000
2021-09-18,404000
2021-09-19,379000
2021-09-20,362000
2021-09-21,346000
2021-09-22,334000
2021-09-23,336000
2021-09-24,336000
2021-09-25,339000
2021-09-26,349000
2021-09-27,365000
2021-09-28,387000
2021-09-29,410000
2021-09-30,430000
2021-10-01,445000
2021-10-02,454000
2021-10-03,453000
2021-10-04,435000
2021-10-05,409000
2021-10-06,379000
2021-10-07,355000
2021-10-08,338000
2021-10-09,325000
2021-10-10,317000
2021-10-11,315000
2021-10-12,322000
2021-10-13,335000
2021-10-14,355000
2021-10-15,373000
2021-10-16,396000
2021-10-17,410000
2021-10-18,409000
2021-10-19,399000
2021-10-20,383000
2021-10-21,372000
2021-10-22,367000
2021-10-23,364000
2021-10-24,364000
2021-10-25,364000
2021-10-26,360000
2021-10-27,354000
2021-10-28,349000
2021-10-29,344000
2021-10-30,348000
2021-10-31,355000
2021-11-01,356000
2021-11-02,364000
2021-11-03,386000
2021-11-04,415000
2021-11-05,446000
2021-11-06,480000
2021-11-07,512000
2021-11-08,530000
2021-11-09,540000
2021-11-10,539000
2021-11-11,534000
2021-11-12,522000
2021-11-13,505000
2021-11-14,485000
2021-11-15,465000
2021-11-16,438000
2021-11-17,418000
2021-11-18,404000
2021-11-19,389000
2021-11-20,379000
2021-11-21,375000
2021-11-22,372000
2021-11-23,372000
2021-11-24,376000
2021-11-25,376000
2021-11-26,370000
2021-11-27,368000
2021-11-28,369000
