hybam,hybam,hybam,hybam,hybam,hybam,grdc,grdc,grdc,grdc,grdc,,,,,
id_station,nom,date,valeur,origine,qualite,YYYY-MM-DD,hh:mm, Original, Calculated, Flag,DATE,,ERROR,,
17050001,Obidos,16/08/1985 00:00,"170700,0",L,,1985-08-01,--:--,-999,"170266,5",100,16/08/1985 00:00,"433,5","0,25%",,
17050001,Obidos,16/09/1985 00:00,"148700,0",L,,1985-09-01,--:--,-999,"147458,2",100,16/09/1985 00:00,"1241,8","0,84%",,
17050001,Obidos,16/10/1985 00:00,"124000,0",L,,1985-10-01,--:--,-999,"120740,7",100,16/10/1985 00:00,"3259,3","2,63%",,
17050001,Obidos,16/11/1985 00:00,"117100,0",L,,1985-11-01,--:--,-999,"113648,7",100,16/11/1985 00:00,"3451,3","2,95%",,
17050001,Obidos,16/12/1985 00:00,"129100,0",L,,1985-12-01,--:--,-999,"126253,6",100,16/12/1985 00:00,"2846,4","2,20%",,
17050001,Obidos,16/01/1986 00:00,"149600,0",L,,1986-01-01,--:--,-999,"148333,9",100,16/01/1986 00:00,"1266,1","0,85%",,
17050001,Obidos,16/02/1986 00:00,"163400,0",L,,1986-02-01,--:--,-999,"163286,3",100,16/02/1986 00:00,"113,7","0,07%",,
17050001,Obidos,16/03/1986 00:00,"190100,0",L,,1986-03-01,--:--,-999,"186551,1",100,16/03/1986 00:00,"3548,9","1,87%",,
17050001,Obidos,16/04/1986 00:00,"218900,0",L,,1986-04-01,--:--,-999,"207334,2",100,16/04/1986 00:00,"11565,8","5,28%",,
17050001,Obidos,16/05/1986 00:00,"234700,0",L,,1986-05-01,--:--,-999,"217888,5",100,16/05/1986 00:00,"16811,5","7,16%",,
17050001,Obidos,16/06/1986 00:00,"234100,0",L,,1986-06-01,--:--,-999,"217487,2",100,16/06/1986 00:00,"16612,8","7,10%",,
17050001,Obidos,16/07/1986 00:00,"230300,0",L,,1986-07-01,--:--,-999,"214968,2",100,16/07/1986 00:00,"15331,8","6,66%",,
17050001,Obidos,16/08/1986 00:00,"206700,0",L,,1986-08-01,--:--,-999,"198692,9",100,16/08/1986 00:00,"8007,1","3,87%",,
17050001,Obidos,16/09/1986 00:00,"162700,0",L,,1986-09-01,--:--,-999,"161866,3",100,16/09/1986 00:00,"833,7","0,51%",,
17050001,Obidos,16/10/1986 00:00,"132800,0",L,,1986-10-01,--:--,-999,"130026,2",100,16/10/1986 00:00,"2773,8","2,09%",,
17050001,Obidos,16/11/1986 00:00,"135900,0",L,,1986-11-01,--:--,-999,"133402,5",100,16/11/1986 00:00,"2497,5","1,84%",,
17050001,Obidos,16/12/1986 00:00,"145400,0",L,,1986-12-01,--:--,-999,"143982,5",100,16/12/1986 00:00,"1417,5","0,97%",,
17050001,Obidos,16/01/1987 00:00,"157900,0",L,,1987-01-01,--:--,-999,"157639,0",100,16/01/1987 00:00,"261,0","0,17%",,
17050001,Obidos,16/02/1987 00:00,"172500,0",L,,1987-02-01,--:--,-999,"171972,8",100,16/02/1987 00:00,"527,2","0,31%",,
17050001,Obidos,16/03/1987 00:00,"196700,0",L,,1987-03-01,--:--,-999,"191567,0",100,16/03/1987 00:00,"5133,0","2,61%",,
17050001,Obidos,16/04/1987 00:00,"216800,0",L,,1987-04-01,--:--,-999,"205915,0",100,16/04/1987 00:00,"10885,0","5,02%",,
17050001,Obidos,16/05/1987 00:00,"230300,0",L,,1987-05-01,--:--,-999,"214966,9",100,16/05/1987 00:00,"15333,1","6,66%",,
17050001,Obidos,16/06/1987 00:00,"222700,0",L,,1987-06-01,--:--,-999,"209898,9",100,16/06/1987 00:00,"12801,1","5,75%",,
17050001,Obidos,16/07/1987 00:00,"200900,0",L,,1987-07-01,--:--,-999,"194541,5",100,16/07/1987 00:00,"6358,5","3,17%",,
17050001,Obidos,16/08/1987 00:00,"166000,0",L,,1987-08-01,--:--,-999,"165279,3",100,16/08/1987 00:00,"720,8","0,43%",,
17050001,Obidos,16/09/1987 00:00,"129600,0",L,,1987-09-01,--:--,-999,"126818,0",100,16/09/1987 00:00,"2782,0","2,15%",,
17050001,Obidos,16/10/1987 00:00,"100500,0",L,,1987-10-01,--:--,-999,"97323,7",100,16/10/1987 00:00,"3176,3","3,16%",,
17050001,Obidos,16/11/1987 00:00,"96730,0",L,,1987-11-01,--:--,-999,"93710,1",100,16/11/1987 00:00,"3019,9","3,12%",,
17050001,Obidos,16/12/1987 00:00,"111100,0",L,,1987-12-01,--:--,-999,"107764,4",100,16/12/1987 00:00,"3335,6","3,00%",,
17050001,Obidos,16/01/1988 00:00,"135500,0",L,,1988-01-01,--:--,-999,"133152,9",100,16/01/1988 00:00,"2347,1","1,73%",,
17050001,Obidos,16/02/1988 00:00,"161500,0",L,,1988-02-01,--:--,-999,"161079,2",100,16/02/1988 00:00,"420,8","0,26%",,
17050001,Obidos,16/03/1988 00:00,"191500,0",L,,1988-03-01,--:--,-999,"187639,6",100,16/03/1988 00:00,"3860,4","2,02%",,
17050001,Obidos,16/04/1988 00:00,"205100,0",L,,1988-04-01,--:--,-999,"197787,4",100,16/04/1988 00:00,"7312,6","3,57%",,
17050001,Obidos,16/05/1988 00:00,"223900,0",L,,1988-05-01,--:--,-999,"210744,5",100,16/05/1988 00:00,"13155,5","5,88%",,
17050001,Obidos,16/06/1988 00:00,"228900,0",L,,1988-06-01,--:--,-999,"214063,5",100,16/06/1988 00:00,"14836,5","6,48%",,
17050001,Obidos,16/07/1988 00:00,"216900,0",L,,1988-07-01,--:--,-999,"205945,5",100,16/07/1988 00:00,"10954,5","5,05%",,
17050001,Obidos,16/08/1988 00:00,"184900,0",L,,1988-08-01,--:--,-999,"182085,1",100,16/08/1988 00:00,"2814,9","1,52%",,
17050001,Obidos,16/09/1988 00:00,"136600,0",L,,1988-09-01,--:--,-999,"134448,3",100,16/09/1988 00:00,"2151,7","1,58%",,
17050001,Obidos,16/10/1988 01:00,"98140,0",L,,1988-10-01,--:--,-999,"95029,6",100,16/10/1988 01:00,"3110,4","3,17%",,
17050001,Obidos,16/11/1988 00:00,"100200,0",L,,1988-11-01,--:--,-999,"97112,5",100,16/11/1988 00:00,"3087,5","3,08%",,
17050001,Obidos,16/12/1988 00:00,"125700,0",L,,1988-12-01,--:--,-999,"122772,2",100,16/12/1988 00:00,"2927,8","2,33%",,
17050001,Obidos,16/01/1989 00:00,"146300,0",L,,1989-01-01,--:--,-999,"144861,9",100,16/01/1989 00:00,"1438,1","0,98%",,
17050001,Obidos,16/02/1989 00:00,"175600,0",L,,1989-02-01,--:--,-999,"174041,1",100,16/02/1989 00:00,"1558,9","0,89%",,
17050001,Obidos,16/03/1989 00:00,"217400,0",L,,1989-03-01,--:--,-999,"206199,4",100,16/03/1989 00:00,"11200,6","5,15%",,
17050001,Obidos,16/04/1989 00:00,"249600,0",L,,1989-04-01,--:--,-999,"227354,2",100,16/04/1989 00:00,"22245,8","8,91%",,
17050001,Obidos,16/05/1989 00:00,"266400,0",L,,1989-05-01,--:--,-999,"237865,6",100,16/05/1989 00:00,"28534,4","10,71%",,
17050001,Obidos,16/06/1989 00:00,"271200,0",L,,1989-06-01,--:--,-999,"240839,6",100,16/06/1989 00:00,"30360,4","11,19%",,
17050001,Obidos,16/07/1989 00:00,"257500,0",L,,1989-07-01,--:--,-999,"232305,3",100,16/07/1989 00:00,"25194,7","9,78%",,
17050001,Obidos,16/08/1989 00:00,"227100,0",L,,1989-08-01,--:--,-999,"212716,5",100,16/08/1989 00:00,"14383,5","6,33%",,
17050001,Obidos,16/09/1989 00:00,"182400,0",L,,1989-09-01,--:--,-999,"179829,5",100,16/09/1989 00:00,"2570,5","1,41%",,
17050001,Obidos,16/10/1989 00:00,"136300,0",L,,1989-10-01,--:--,-999,"133989,7",100,16/10/1989 00:00,"2310,3","1,69%",,
17050001,Obidos,16/11/1989 00:00,"129500,0",L,,1989-11-01,--:--,-999,"126552,7",100,16/11/1989 00:00,"2947,3","2,28%",,
17050001,Obidos,16/12/1989 00:00,"129300,0",L,,1989-12-01,--:--,-999,"126264,6",100,16/12/1989 00:00,"3035,4","2,35%",,
17050001,Obidos,16/01/1990 00:00,"125100,0",L,,1990-01-01,--:--,-999,"121882,5",100,16/01/1990 00:00,"3217,5","2,57%",,
17050001,Obidos,16/02/1990 00:00,"151200,0",L,,1990-02-01,--:--,-999,"150115,9",100,16/02/1990 00:00,"1084,1","0,72%",,
17050001,Obidos,16/03/1990 00:00,"194200,0",L,,1990-03-01,--:--,-999,"189612,9",100,16/03/1990 00:00,"4587,1","2,36%",,
17050001,Obidos,16/04/1990 00:00,"215700,0",L,,1990-04-01,--:--,-999,"205147,3",100,16/04/1990 00:00,"10552,7","4,89%",,
17050001,Obidos,16/05/1990 00:00,"230100,0",L,,1990-05-01,--:--,-999,"214830,7",100,16/05/1990 00:00,"15269,3","6,64%",,
17050001,Obidos,16/06/1990 00:00,"229900,0",L,,1990-06-01,--:--,-999,"214697,4",100,16/06/1990 00:00,"15202,6","6,61%",,
17050001,Obidos,16/07/1990 00:00,"217600,0",L,,1990-07-01,--:--,-999,"206469,4",100,16/07/1990 00:00,"11130,6","5,12%",,
17050001,Obidos,16/08/1990 00:00,"192300,0",L,,1990-08-01,--:--,-999,"188041,9",100,16/08/1990 00:00,"4258,1","2,21%",,
17050001,Obidos,16/09/1990 00:00,"152600,0",L,,1990-09-01,--:--,-999,"151619,4",100,16/09/1990 00:00,"980,6","0,64%",,
17050001,Obidos,16/10/1990 00:00,"105600,0",L,,1990-10-01,--:--,-999,"102418,1",100,16/10/1990 00:00,"3181,9","3,01%",,
17050001,Obidos,16/11/1990 00:00,"92080,0",L,,1990-11-01,--:--,-999,"89195,4",100,16/11/1990 00:00,"2884,6","3,13%",,
17050001,Obidos,16/12/1990 00:00,"116600,0",L,,1990-12-01,--:--,-999,"113346,8",100,16/12/1990 00:00,"3253,2","2,79%",,
17050001,Obidos,16/01/1991 00:00,"148800,0",L,,1991-01-01,--:--,-999,"147565,3",100,16/01/1991 00:00,"1234,7","0,83%",,
17050001,Obidos,16/02/1991 00:00,"175900,0",L,,1991-02-01,--:--,-999,"175162,6",100,16/02/1991 00:00,"737,4","0,42%",,
17050001,Obidos,16/03/1991 00:00,"182200,0",L,,1991-03-01,--:--,-999,"180263,2",100,16/03/1991 00:00,"1936,8","1,06%",,
17050001,Obidos,16/04/1991 00:00,"210300,0",L,,1991-04-01,--:--,-999,"201346,2",100,16/04/1991 00:00,"8953,8","4,26%",,
17050001,Obidos,16/05/1991 00:00,"232500,0",L,,1991-05-01,--:--,-999,"216429,6",100,16/05/1991 00:00,"16070,4","6,91%",,
17050001,Obidos,16/06/1991 00:00,"238100,0",L,,1991-06-01,--:--,-999,"220063,8",100,16/06/1991 00:00,"18036,2","7,58%",,
17050001,Obidos,16/07/1991 00:00,"222900,0",L,,1991-07-01,--:--,-999,"209980,7",100,16/07/1991 00:00,"12919,3","5,80%",,
17050001,Obidos,16/08/1991 00:00,"198700,0",L,,1991-08-01,--:--,-999,"192913,2",100,16/08/1991 00:00,"5786,8","2,91%",,
17050001,Obidos,16/09/1991 00:00,"156100,0",L,,1991-09-01,--:--,-999,"155025,6",100,16/09/1991 00:00,"1074,4","0,69%",,
17050001,Obidos,16/10/1991 00:00,"106100,0",L,,1991-10-01,--:--,-999,"102834,6",100,16/10/1991 00:00,"3265,4","3,08%",,
17050001,Obidos,16/11/1991 00:00,"86600,0",L,,1991-11-01,--:--,-999,"83720,8",100,16/11/1991 00:00,"2879,2","3,32%",,
17050001,Obidos,16/12/1991 00:00,"98770,0",L,,1991-12-01,--:--,-999,"95725,4",100,16/12/1991 00:00,"3044,6","3,08%",,
17050001,Obidos,16/01/1992 00:00,"111900,0",L,,1992-01-01,--:--,-999,"108588,0",100,16/01/1992 00:00,"3312,0","2,96%",,
17050001,Obidos,16/02/1992 00:00,"127200,0",L,,1992-02-01,--:--,-999,"124164,3",100,16/02/1992 00:00,"3035,7","2,39%",,
17050001,Obidos,16/03/1992 00:00,"145900,0",L,,1992-03-01,--:--,-999,"144466,3",100,16/03/1992 00:00,"1433,7","0,98%",,
17050001,Obidos,16/04/1992 00:00,"182800,0",L,,1992-04-01,--:--,-999,"180718,1",100,16/04/1992 00:00,"2081,9","1,14%",,
17050001,Obidos,16/05/1992 00:00,"192100,0",L,,1992-05-01,--:--,-999,"188217,5",100,16/05/1992 00:00,"3882,5","2,02%",,
17050001,Obidos,16/06/1992 00:00,"178900,0",L,,1992-06-01,--:--,-999,"177507,3",100,16/06/1992 00:00,"1392,7","0,78%",,
17050001,Obidos,16/07/1992 00:00,"157500,0",L,,1992-07-01,--:--,-999,"157059,4",100,16/07/1992 00:00,"440,6","0,28%",,
17050001,Obidos,16/08/1992 00:00,"136900,0",L,,1992-08-01,--:--,-999,"134555,4",100,16/08/1992 00:00,"2344,6","1,71%",,
17050001,Obidos,16/09/1992 00:00,"117300,0",L,,1992-09-01,--:--,-999,"113818,4",100,16/09/1992 00:00,"3481,6","2,97%",,
17050001,Obidos,16/10/1992 00:00,"106200,0",L,,1992-10-01,--:--,-999,"102910,3",100,16/10/1992 00:00,"3289,7","3,10%",,
17050001,Obidos,16/11/1992 00:00,"96230,0",L,,1992-11-01,--:--,-999,"93185,1",100,16/11/1992 00:00,"3044,9","3,16%",,
17050001,Obidos,16/12/1992 00:00,"116200,0",L,,1992-12-01,--:--,-999,"112994,5",100,16/12/1992 00:00,"3205,5","2,76%",,
17050001,Obidos,16/01/1993 00:00,"146700,0",L,,1993-01-01,--:--,-999,"145308,5",100,16/01/1993 00:00,"1391,5","0,95%",,
17050001,Obidos,16/02/1993 00:00,"169100,0",L,,1993-02-01,--:--,-999,"168676,2",100,16/02/1993 00:00,"423,8","0,25%",,
17050001,Obidos,16/03/1993 00:00,"200700,0",L,,1993-03-01,--:--,-999,"194421,5",100,16/03/1993 00:00,"6278,5","3,13%",,
17050001,Obidos,16/04/1993 00:00,"230200,0",L,,1993-04-01,--:--,-999,"214889,8",100,16/04/1993 00:00,"15310,2","6,65%",,
17050001,Obidos,16/05/1993 00:00,"244300,0",L,,1993-05-01,--:--,-999,"224030,1",100,16/05/1993 00:00,"20269,9","8,30%",,
17050001,Obidos,16/06/1993 00:00,"240100,0",L,,1993-06-01,--:--,-999,"221311,4",100,16/06/1993 00:00,"18788,6","7,83%",,
17050001,Obidos,16/07/1993 00:00,"223100,0",L,,1993-07-01,--:--,-999,"210123,0",100,16/07/1993 00:00,"12977,0","5,82%",,
17050001,Obidos,16/08/1993 00:00,"190800,0",L,,1993-08-01,--:--,-999,"186813,1",100,16/08/1993 00:00,"3986,9","2,09%",,
17050001,Obidos,16/09/1993 00:00,"151100,0",L,,1993-09-01,--:--,-999,"149982,6",100,16/09/1993 00:00,"1117,4","0,74%",,
17050001,Obidos,16/10/1993 00:00,"119800,0",L,,1993-10-01,--:--,-999,"116513,9",100,16/10/1993 00:00,"3286,1","2,74%",,
17050001,Obidos,16/11/1993 00:00,"114900,0",L,,1993-11-01,--:--,-999,"111538,4",100,16/11/1993 00:00,"3361,6","2,93%",,
17050001,Obidos,16/12/1993 00:00,"140400,0",L,,1993-12-01,--:--,-999,"138401,2",100,16/12/1993 00:00,"1998,8","1,42%",,
17050001,Obidos,16/01/1994 00:00,"171400,0",L,,1994-01-01,--:--,-999,"170702,9",100,16/01/1994 00:00,"697,1","0,41%",,
17050001,Obidos,16/02/1994 00:00,"198100,0",L,,1994-02-01,--:--,-999,"192623,1",100,16/02/1994 00:00,"5476,9","2,76%",,
17050001,Obidos,16/03/1994 00:00,"225300,0",L,,1994-03-01,--:--,-999,"211647,4",100,16/03/1994 00:00,"13652,7","6,06%",,
17050001,Obidos,16/04/1994 00:00,"243500,0",L,,1994-04-01,--:--,-999,"223530,8",100,16/04/1994 00:00,"19969,2","8,20%",,
17050001,Obidos,16/05/1994 00:00,"254600,0",L,,1994-05-01,--:--,-999,"230535,0",100,16/05/1994 00:00,"24065,0","9,45%",,
17050001,Obidos,16/06/1994 00:00,"255000,0",L,,1994-06-01,--:--,-999,"230638,1",100,16/06/1994 00:00,"24361,9","9,55%",,
17050001,Obidos,16/07/1994 00:00,"245000,0",L,,1994-07-01,--:--,-999,"224449,9",100,16/07/1994 00:00,"20550,1","8,39%",,
17050001,Obidos,16/08/1994 00:00,"214700,0",L,,1994-08-01,--:--,-999,"204312,2",100,16/08/1994 00:00,"10387,8","4,84%",,
17050001,Obidos,16/09/1994 00:00,"176100,0",L,,1994-09-01,--:--,-999,"174683,4",100,16/09/1994 00:00,"1416,6","0,80%",,
17050001,Obidos,16/10/1994 01:00,"139300,0",L,,1994-10-01,--:--,-999,"137121,4",100,16/10/1994 01:00,"2178,6","1,56%",,
17050001,Obidos,16/11/1994 00:00,"115100,0",L,,1994-11-01,--:--,-999,"111652,9",100,16/11/1994 00:00,"3447,1","2,99%",,
17050001,Obidos,16/12/1994 00:00,"119700,0",L,,1994-12-01,--:--,-999,"116452,9",100,16/12/1994 00:00,"3247,1","2,71%",,
17050001,Obidos,16/01/1995 00:00,"143700,0",L,,1995-01-01,--:--,-999,"142011,4",100,16/01/1995 00:00,"1688,6","1,18%",,
17050001,Obidos,16/02/1995 00:00,"153000,0",L,,1995-02-01,--:--,-999,"152196,9",100,16/02/1995 00:00,"803,1","0,52%",,
17050001,Obidos,16/03/1995 00:00,"163900,0",L,,1995-03-01,--:--,-999,"163881,8",100,16/03/1995 00:00,"18,2","0,01%",,
17050001,Obidos,16/04/1995 00:00,"188000,0",L,,1995-04-01,--:--,-999,"184751,1",100,16/04/1995 00:00,"3248,9","1,73%",,
17050001,Obidos,16/05/1995 00:00,"217000,0",L,,1995-05-01,--:--,-999,"206057,0",100,16/05/1995 00:00,"10943,0","5,04%",,
17050001,Obidos,16/06/1995 00:00,"223200,0",L,,1995-06-01,--:--,-999,"210311,8",100,16/06/1995 00:00,"12888,2","5,77%",,
17050001,Obidos,16/07/1995 00:00,"206500,0",L,,1995-07-01,--:--,-999,"198653,0",100,16/07/1995 00:00,"7847,0","3,80%",,
17050001,Obidos,16/08/1995 00:00,"171900,0",L,,1995-08-01,--:--,-999,"170717,5",100,16/08/1995 00:00,"1182,5","0,69%",,
17050001,Obidos,16/09/1995 00:00,"113900,0",L,,1995-09-01,--:--,-999,"110954,1",100,16/09/1995 00:00,"2945,9","2,59%",,
17050001,Obidos,16/10/1995 00:00,"79910,0",L,,1995-10-01,--:--,-999,"76565,6",100,16/10/1995 00:00,"3344,4","4,19%",,
17050001,Obidos,16/11/1995 00:00,"83340,0",L,,1995-11-01,--:--,-999,"80163,0",100,16/11/1995 00:00,"3177,0","3,81%",,
17050001,Obidos,16/12/1995 00:00,"114100,0",L,,1995-12-01,--:--,-999,"110819,0",100,16/12/1995 00:00,"3281,0","2,88%",,
17050001,Obidos,16/01/1996 00:00,"139500,0",L,,1996-01-01,--:--,-999,"137373,9",100,16/01/1996 00:00,"2126,1","1,52%",,
17050001,Obidos,16/02/1996 00:00,"164100,0",L,,1996-02-01,--:--,-999,"163814,6",100,16/02/1996 00:00,"285,4","0,17%",,
17050001,Obidos,16/03/1996 00:00,"199800,0",L,,1996-03-01,--:--,-999,"193612,6",100,16/03/1996 00:00,"6187,4","3,10%",,
17050001,Obidos,16/04/1996 00:00,"232200,0",L,,1996-04-01,--:--,-999,"216217,2",100,16/04/1996 00:00,"15982,8","6,88%",,
17050001,Obidos,16/05/1996 00:00,"247600,0",L,,1996-05-01,--:--,-999,"226097,5",100,16/05/1996 00:00,"21502,5","8,68%",,
17050001,Obidos,16/06/1996 00:00,"246800,0",L,,1996-06-01,--:--,-999,"225645,7",100,16/06/1996 00:00,"21154,3","8,57%",,
17050001,Obidos,16/07/1996 00:00,"229500,0",L,,1996-07-01,--:--,-999,"214370,5",100,16/07/1996 00:00,"15129,5","6,59%",,
17050001,Obidos,16/08/1996 00:00,"197500,0",L,,1996-08-01,--:--,-999,"191934,6",100,16/08/1996 00:00,"5565,4","2,82%",,
17050001,Obidos,16/09/1996 00:00,"154200,0",L,,1996-09-01,--:--,-999,"153335,3",100,16/09/1996 00:00,"864,7","0,56%",,
17050001,Obidos,16/10/1996 00:00,"114100,0",L,,1996-10-01,--:--,-999,"110739,2",100,16/10/1996 00:00,"3360,8","2,95%",,
17050001,Obidos,16/11/1996 00:00,"111800,0",L,,1996-11-01,--:--,-999,"108330,7",100,16/11/1996 00:00,"3469,3","3,10%",,
17050001,Obidos,16/12/1996 00:00,"124900,0",L,,1996-12-01,--:--,-999,"121664,7",100,16/12/1996 00:00,"3235,3","2,59%",,
17050001,Obidos,16/01/1997 00:00,"140700,0",L,,1997-01-01,--:--,-999,"138680,0",100,16/01/1997 00:00,"2020,0","1,44%",,
17050001,Obidos,16/02/1997 00:00,"161400,0",L,,1997-02-01,--:--,-999,"161276,7",100,16/02/1997 00:00,"123,3","0,08%",,
17050001,Obidos,16/03/1997 00:00,"192600,0",L,,1997-03-01,--:--,-999,"188222,9",100,16/03/1997 00:00,"4377,1","2,27%",,
17050001,Obidos,16/04/1997 00:00,"239300,0",L,,1997-04-01,--:--,-999,"220733,6",100,16/04/1997 00:00,"18566,4","7,76%",,
17050001,Obidos,16/05/1997 00:00,"262400,0",L,,1997-05-01,--:--,-999,"235363,4",100,16/05/1997 00:00,"27036,7","10,30%",,
17050001,Obidos,16/06/1997 00:00,"253800,0",L,,1997-06-01,--:--,-999,"229964,0",100,16/06/1997 00:00,"23836,0","9,39%",,
17050001,Obidos,16/07/1997 00:00,"225000,0",L,,1997-07-01,--:--,-999,"211346,9",100,16/07/1997 00:00,"13653,1","6,07%",,
17050001,Obidos,16/08/1997 00:00,"182200,0",L,,1997-08-01,--:--,-999,"179678,0",100,16/08/1997 00:00,"2522,0","1,38%",,
17050001,Obidos,16/09/1997 00:00,"127200,0",L,,1997-09-01,--:--,-999,"124595,4",100,16/09/1997 00:00,"2604,6","2,05%",,
17050001,Obidos,16/10/1997 00:00,"80550,0",L,,1997-10-01,--:--,-999,"77189,3",100,16/10/1997 00:00,"3360,7","4,17%",,
17050001,Obidos,16/11/1997 00:00,"76390,0",L,,1997-11-01,--:--,-999,"72500,5",100,16/11/1997 00:00,"3889,5","5,09%",,
17050001,Obidos,16/12/1997 00:00,"94700,0",L,,1997-12-01,--:--,-999,"91783,4",100,16/12/1997 00:00,"2916,6","3,08%",,
17050001,Obidos,16/01/1998 00:00,"118700,0",L,,1998-01-01,--:--,-999,"115416,5",100,16/01/1998 00:00,"3283,5","2,77%",,
17050001,Obidos,16/02/1998 00:00,"134000,0",L,,1998-02-01,--:--,-999,"131383,5",100,16/02/1998 00:00,"2616,5","1,95%",,
17050001,Obidos,16/03/1998 00:00,"153200,0",L,,1998-03-01,--:--,-999,"152515,5",100,16/03/1998 00:00,"684,5","0,45%",,
17050001,Obidos,16/04/1998 00:00,"175400,0",L,,1998-04-01,--:--,-999,"174568,2",100,16/04/1998 00:00,"831,8","0,47%",,
17050001,Obidos,16/05/1998 00:00,"200000,0",L,,1998-05-01,--:--,-999,"193998,8",100,16/05/1998 00:00,"6001,2","3,00%",,
17050001,Obidos,16/06/1998 00:00,"210000,0",L,,1998-06-01,--:--,-999,"201291,1",100,16/06/1998 00:00,"8708,9","4,15%",,
17050001,Obidos,16/07/1998 00:00,"204300,0",L,,1998-07-01,--:--,-999,"197176,4",100,16/07/1998 00:00,"7123,6","3,49%",,
17050001,Obidos,16/08/1998 00:00,"177300,0",L,,1998-08-01,--:--,-999,"175723,0",100,16/08/1998 00:00,"1577,0","0,89%",,
17050001,Obidos,16/09/1998 00:00,"130700,0",L,,1998-09-01,--:--,-999,"128179,8",100,16/09/1998 00:00,"2520,2","1,93%",,
17050001,Obidos,16/10/1998 00:00,"86710,0",L,,1998-10-01,--:--,-999,"83588,1",100,16/10/1998 00:00,"3121,9","3,60%",,
17050001,Obidos,16/11/1998 00:00,"88090,0",L,,1998-11-01,--:--,-999,"85062,3",100,16/11/1998 00:00,"3027,7","3,44%",,
17050001,Obidos,16/12/1998 00:00,"116000,0",L,,1998-12-01,--:--,-999,"112590,0",100,16/12/1998 00:00,"3410,0","2,94%",,
17050001,Obidos,16/01/1999 00:00,"133000,0",L,,1999-01-01,--:--,-999,"130448,3",100,16/01/1999 00:00,"2551,7","1,92%",,
17050001,Obidos,16/02/1999 00:00,"166500,0",L,,1999-02-01,--:--,-999,"165966,5",100,16/02/1999 00:00,"533,5","0,32%",,
17050001,Obidos,16/03/1999 00:00,"208600,0",L,,1999-03-01,--:--,-999,"200097,2",100,16/03/1999 00:00,"8502,8","4,08%",,
17050001,Obidos,16/04/1999 00:00,"235200,0",L,,1999-04-01,--:--,-999,"218181,4",100,16/04/1999 00:00,"17018,6","7,24%",,
17050001,Obidos,16/05/1999 00:00,"256400,0",L,,1999-05-01,--:--,-999,"231611,2",100,16/05/1999 00:00,"24788,8","9,67%",,
17050001,Obidos,16/06/1999 00:00,"265400,0",L,,1999-06-01,--:--,-999,"237262,6",100,16/06/1999 00:00,"28137,4","10,60%",,
17050001,Obidos,16/07/1999 00:00,"249300,0",L,,1999-07-01,--:--,-999,"227182,3",100,16/07/1999 00:00,"22117,7","8,87%",,
17050001,Obidos,16/08/1999 00:00,"220800,0",L,,1999-08-01,--:--,-999,"208533,5",100,16/08/1999 00:00,"12266,5","5,56%",,
17050001,Obidos,16/09/1999 00:00,"177300,0",L,,1999-09-01,--:--,-999,"175116,0",100,16/09/1999 00:00,"2184,0","1,23%",,
17050001,Obidos,16/10/1999 00:00,"123100,0",L,,1999-10-01,--:--,-999,"119945,9",100,16/10/1999 00:00,"3154,1","2,56%",,
17050001,Obidos,16/11/1999 00:00,"96840,0",L,,1999-11-01,--:--,-999,"93802,0",100,16/11/1999 00:00,"3038,0","3,14%",,
17050001,Obidos,16/12/1999 00:00,"98560,0",L,,1999-12-01,--:--,-999,"95512,1",100,16/12/1999 00:00,"3047,9","3,09%",,
17050001,Obidos,16/01/2000 00:00,"129500,0",L,,2000-01-01,--:--,-999,"126725,9",100,16/01/2000 00:00,"2774,1","2,14%",,
17050001,Obidos,16/02/2000 00:00,"154100,0",L,,2000-02-01,--:--,-999,"153439,5",100,16/02/2000 00:00,"660,5","0,43%",,
17050001,Obidos,16/03/2000 00:00,"183600,0",L,,2000-03-01,--:--,-999,"181099,4",100,16/03/2000 00:00,"2500,6","1,36%",,
17050001,Obidos,16/04/2000 00:00,"220900,0",L,,2000-04-01,--:--,-999,"208660,1",100,16/04/2000 00:00,"12239,9","5,54%",,
17050001,Obidos,16/05/2000 00:00,"249100,0",L,,2000-05-01,--:--,-999,"227073,1",100,16/05/2000 00:00,"22026,9","8,84%",,
17050001,Obidos,16/06/2000 00:00,"250200,0",L,,2000-06-01,--:--,-999,"227745,4",100,16/06/2000 00:00,"22454,6","8,97%",,
17050001,Obidos,16/07/2000 00:00,"238400,0",L,,2000-07-01,--:--,-999,"220240,7",100,16/07/2000 00:00,"18159,3","7,62%",,
17050001,Obidos,16/08/2000 00:00,"214500,0",L,,2000-08-01,--:--,-999,"204246,4",100,16/08/2000 00:00,"10253,6","4,78%",,
17050001,Obidos,16/09/2000 00:00,"175500,0",L,,2000-09-01,--:--,-999,"174013,9",100,16/09/2000 00:00,"1486,1","0,85%",,
17050001,Obidos,16/10/2000 00:00,"136300,0",L,,2000-10-01,--:--,-999,"133905,2",100,16/10/2000 00:00,"2394,8","1,76%",,
17050001,Obidos,16/11/2000 00:00,"118200,0",L,,2000-11-01,--:--,-999,"114717,1",100,16/11/2000 00:00,"3482,9","2,95%",,
17050001,Obidos,16/12/2000 00:00,"113000,0",L,,2000-12-01,--:--,-999,"109532,1",100,16/12/2000 00:00,"3467,9","3,07%",,
