date,water_vap,water_liq,water_ice,prec,evap,temp_2m,dew_2m,lai_lv,lai_hv,discharge
2006-12-01,47534024.81994067,890231.2483981816,237808.26572901628,70723961.61403576,-14349441.61490837,273.77606782398954,267.64968463433667,1.1975210548763877,1.4709161619011408,15888.492
2007-01-01,31206985.547551453,393845.7877491792,355179.0643405514,53550002.73790172,-14654925.546328764,270.11812855549135,264.78925156491283,1.1762423778677014,1.4513097442382785,30606.858
2007-02-01,40342321.91828215,354726.7679723555,123167.55183163448,52284063.96268867,-17589741.451337304,269.0009202439996,263.178034655953,1.1783140369859493,1.461568091486352,20372.96
2007-03-01,47284351.38310006,-361084.5169949761,-95068.33467549668,77548704.8390365,-43330590.55552782,280.7074062363654,273.37383386497584,1.2350579088051845,1.5487348887770116,25042.141
2007-04-01,27304470.91251819,-29752.681848466862,-144829.97678769578,89289625.55436572,-73669781.48254865,281.93896172129234,273.99993036255734,1.3453286058057206,1.7653636456020658,28768.973
2007-05-01,8141269.130041391,83211.67607512709,-26272.491063694004,101251159.49498564,-102887046.55671303,290.1650984344454,281.8751563828638,1.4854007438036183,2.068159708535668,26883.649
2007-06-01,-25413000.057206854,52014.59311691421,-343941.02500908286,90634001.35538271,-119009506.64885633,294.3114547081525,285.71411605024997,1.6478401961292175,2.2362890720273474,15876.312
2007-07-01,-54226686.22066739,-355213.97263020044,-125901.99153575726,61329358.64639798,-114133257.31891233,297.3375327155195,287.7821196287403,1.772229484247976,2.2843797495888434,16600.98
2007-08-01,-32217971.272118047,-867234.6272093604,-616476.3794942743,79296215.14186561,-101968029.02143314,297.1630708845536,288.05761622074715,1.6893872828647791,2.2263223106758927,9897.918
2007-09-01,-18858222.81732008,-251719.03448922595,-487551.69370615296,59308822.649896264,-71756898.15423208,292.0399688361861,283.0056363014853,1.4595044138334496,2.027004533520628,11237.743
2007-10-01,23909610.283848226,293767.6418301349,-562465.7915983828,82924468.7201396,-46636143.17377649,286.1084416770223,278.37468899945867,1.2955899649924396,1.7180730565028721,-999.0
2007-11-01,6314290.718312815,-346050.1444850751,99347.0524391454,31363952.305224024,-21771101.478176177,277.60751225547193,269.29382565743197,1.228328513997377,1.5378963385636837,-999.0
2007-12-01,58652729.61600602,640002.7226169477,-156215.48692649312,76144311.31906727,-11930292.26235674,270.69402266173506,266.2374036602019,1.1975210548763877,1.4709161619011408,-999.0
