"VAPOR_WATER_FLUX_KG/S","CLOUD_LIQUID_WATER_FLUX_KG/S","CLOUD_FROZEN_WATER_FLUX_KG/S","PRECIPITATION_KG/S","EVAPORATION_KG/S","2M_TEMPERATURE_K"
-14894588.45,-222510.05,-80079.61,2134647509.18,-3242005663.52,299.50
39209859.35,-147772.46,-235268.89,5801250503.37,-4194297862.41,302.01
4321357.64,-244331.04,-96573.54,4223293211.31,-4358993063.60,301.97
33611668.32,-319456.10,-181098.49,5390224636.39,-4650768791.85,302.20
45699827.34,-190838.99,-237604.80,9366486224.69,-6163833432.75,300.60
35826210.36,-105482.87,-284976.99,10760364309.11,-7034777218.28,300.37
17419017.23,-203588.40,-333970.16,9022970761.29,-7120219423.86,300.69
4765403.33,-127767.56,-117227.66,6640391050.72,-6124645618.09,300.11
-15012620.94,-153196.56,-91397.75,3336539447.12,-4543011788.46,298.29
2478022.69,-27727.90,-51304.78,3617691222.05,-3337686515.42,296.33
-7394732.06,-89724.83,-60675.44,1885747902.36,-3420835626.84,297.54
16547951.44,-126224.41,-75921.67,3896879498.65,-3326429880.77,299.11
20027930.50,-102408.09,-162258.31,4666774970.50,-3790164343.17,300.05
55705346.70,-122404.56,-168962.15,4888235095.34,-3889109525.90,302.32
35396025.92,-180219.90,-67319.00,7960531687.61,-5040086202.70,302.10
35161492.46,-209468.66,-266494.66,7673265131.95,-5603213546.74,301.80
58140502.10,-176230.44,36932.51,10813310726.65,-6455793794.28,300.03
46316571.28,-118440.94,-211274.97,12435464843.34,-7351473162.64,300.01
15682823.18,-36502.95,-299572.57,10518008879.89,-7737335456.13,299.86
4869698.46,-37065.52,-188069.97,7231627608.38,-6742480432.71,300.28
-21250601.96,-245176.07,-41894.25,3110553593.91,-5161533914.10,299.28
-14548290.14,-63007.45,-69581.36,2510498653.14,-3849161277.12,296.73
-19144086.51,-98371.59,-13651.46,1354080443.98,-3410429607.34,295.36
-17894534.01,-192494.68,4424.09,1182574411.73,-3146775111.23,298.42
14049647.09,-144399.91,-336640.13,3541906059.99,-3353743090.94,299.07
33356168.64,-160742.81,-237923.94,4244751340.47,-3698590885.70,301.30
51178634.69,-21383.71,-169536.14,7463662448.30,-4690993011.82,301.60
36034215.39,-236724.95,-165803.62,7344946039.32,-5366491744.06,301.56
54329547.46,-91924.00,-188860.71,9356697508.38,-6028607605.32,300.64
66724401.24,-165390.71,-307521.27,13075695340.83,-7041489121.55,299.63
30471785.54,-88408.74,-187362.44,10737523349.87,-7304840772.25,299.32
10034443.51,7104.15,-163781.66,7420446635.16,-6461607092.38,299.51
-8130517.02,131103.12,-45424.62,5218346353.56,-5005262472.67,296.37
-1898448.99,61831.07,-38414.77,2371280656.42,-3594912244.03,295.97
-28889437.91,-69893.22,38837.66,470303218.63,-3190586308.29,295.40
-9871887.87,-193688.87,-67867.66,1348274700.07,-2868757013.60,298.46
-3377073.36,-225275.60,-66427.71,1551376840.84,-2860404437.09,299.35
46557546.33,-195156.12,-273204.44,5904321849.67,-3569852758.65,301.47
56268910.06,-111517.69,-221882.11,7149063769.55,-4759462538.70,302.04
54520661.82,-236805.21,-186083.34,8576801655.86,-5485459397.66,301.30
66734919.22,-101894.11,-196080.01,11861991574.37,-6399713589.98,299.84
54474508.40,-127934.80,-296527.92,12829572772.08,-7345488207.60,299.43
33929214.52,-72007.81,-269595.78,10657736488.07,-7400739567.53,299.57
-157742.91,-75678.13,-225986.23,6930027585.30,-6820160658.32,299.86
-7327937.45,58596.00,-94208.42,4682621330.62,-5419568076.93,298.08
-9114489.51,109212.22,-51782.36,2717174281.51,-3758650616.40,296.24
-11356869.12,21996.19,-54679.43,1605364699.17,-3363785986.68,297.18
-19684628.96,-82907.74,-70040.72,1223004955.76,-3233970421.71,298.93
27263976.55,-250767.43,-132615.54,4209325122.45,-3262494985.82,300.63
34566904.96,-118235.21,-102277.11,5264843933.45,-3695171003.53,301.35
21130356.73,-297521.23,-142866.24,5626316652.87,-4681954258.98,302.24
38322583.71,-282481.87,-128264.72,7040645666.55,-5143895787.26,301.48
60861466.47,-121598.94,-59740.72,9759140674.14,-5931771512.33,300.17
57517845.74,-63382.77,-224180.53,13928192943.25,-7612487563.91,299.11
18248617.92,-89476.71,-336976.91,10130402983.54,-7523528866.51,299.86
-6729227.43,-105806.44,-113324.45,6674654641.17,-6519191924.82,299.16
-574130.10,69779.73,-77714.76,4269898872.25,-4861093525.14,298.36
-17614545.53,71173.62,-20866.63,1872646405.23,-3651333912.95,296.18
-16292534.38,-36953.30,-8455.14,1056570236.57,-3095282980.90,296.96
-15363120.67,-104140.46,123296.90,1382883838.84,-2860089291.81,297.76
6389608.13,-239664.98,-161824.10,3746424827.23,-3596705605.59,300.40
43770181.06,-101946.77,-300596.64,6385888096.60,-4520978769.93,301.63
44447807.04,-4949.28,-228467.09,7818376399.75,-5357408046.64,301.58
27342460.81,-209080.61,-154518.17,6997680886.19,-5429546730.85,301.48
49451102.18,-170348.57,-106377.48,9965974379.36,-6295905978.69,300.40
52965326.88,-13250.47,-265256.36,12937183202.75,-7340443835.62,299.44
20944588.38,-88636.56,-229553.64,9895954416.50,-7358497372.60,299.62
18142989.85,-70058.82,-241863.84,8779942164.37,-6723431653.14,299.12
-11323437.29,71536.44,-52003.20,3375108850.22,-4535743731.05,298.02
-13382244.99,-26262.84,-2368.79,1561092972.02,-3076337851.59,297.38
-25875189.25,-6540.88,-6793.42,535105756.36,-2834423264.43,295.63
-10959164.08,-180490.55,3006.89,992029482.05,-2578291602.49,299.29
13803662.18,-322077.49,-148017.57,2925837766.36,-2830168669.03,301.27
26477874.52,-100829.39,-37088.77,5335207622.60,-3533606004.37,300.42
50224466.84,-67267.40,-197106.37,7539956481.29,-4771079499.48,301.93
31823683.72,-283980.87,-139483.72,7529681235.02,-5326311000.43,301.51
31243698.11,-235257.04,-137594.04,7861292713.22,-5931642929.37,301.21
31576042.09,-213793.77,-232172.46,9133413112.87,-6829648821.73,301.15
-2057629.44,-162107.60,-133604.49,6485164030.24,-6331678578.82,301.53
33776594.57,-43475.32,-232425.70,8111041386.60,-5467549673.58,300.76
23942619.69,225141.74,-35566.59,5595049068.54,-4336642805.53,298.30
-12083145.04,113216.26,-47256.65,3165876110.04,-3152464583.54,295.19
-15252005.58,15443.90,-30492.62,1809021514.99,-2553205396.84,295.52
-17229502.09,-97908.36,42968.03,850437590.69,-2478867995.27,298.55
-7357168.20,-454606.91,-131143.88,2124784190.29,-2934619604.64,302.24
53724132.67,-192880.42,-437663.58,7369207129.39,-3715347665.94,302.09
36131518.63,-259896.06,-195248.96,7836480490.22,-5251231669.13,302.06
36639031.66,-353336.30,-172582.42,6549510810.26,-5232845511.49,301.98
52433675.33,-179929.29,-92224.49,10641366825.32,-6330311557.15,300.17
16828925.13,-248013.48,-183462.43,10138821873.00,-7550109303.31,299.96
199028.04,-197775.20,-288301.60,7857567562.18,-6710024795.87,300.59
-15964356.32,-172219.65,-42663.71,4375377867.65,-5502180024.41,300.75
-4933852.05,11666.86,91667.92,2805532026.73,-3711365413.72,299.61
-15836190.08,48664.81,-9021.35,1023479117.09,-2711238219.66,297.30
-14835234.60,-27582.28,-54700.72,743553198.43,-2230456403.64,297.99
2284852.89,-60033.54,-198209.36,2416882414.41,-2418534714.79,297.24
4393978.60,-308726.44,-226697.01,2486484275.45,-2611040884.25,300.22
35234315.20,-275423.91,-372488.18,4539605517.92,-3414115307.52,302.18
60793498.21,-41203.64,-350429.67,8294045130.58,-5148192045.32,302.00
13626853.69,-412866.95,-209006.40,6133706247.93,-5415901866.55,302.03
61681050.55,-147483.81,-160530.24,10079312342.69,-5952362438.08,300.73
47813343.82,-192935.26,-218456.26,11387743922.22,-6764989243.37,300.31
33341287.69,-36342.05,-184995.28,10441862636.54,-7153749772.83,300.18
-2308519.08,-52112.00,-115784.90,5602780187.95,-5633581899.12,300.02
-3838655.19,13231.43,-87532.94,3596414803.17,-3906786736.46,298.38
-15143724.45,-90149.44,4255.09,1189562376.62,-2677240757.43,298.11
-16739914.02,-82595.55,25135.23,1253439085.55,-2284890684.02,295.60
3831351.23,-245148.29,-103456.52,1672087297.89,-2445607248.09,300.04
21159680.94,-206533.15,-137361.05,4172242661.36,-3065412859.54,300.54
51646947.90,-94055.90,-204951.35,7076062353.15,-3610233687.11,300.86
64182959.94,-137980.07,-142828.92,7473947835.31,-4657636257.18,302.16
33542549.42,-242342.19,-136958.14,8090240777.80,-5564236322.00,301.15
39974547.46,-179109.57,-132491.85,8979221865.57,-6427512116.10,300.20
47421969.39,-126703.90,-291435.66,12266783443.32,-7411144376.71,299.65
-12487628.46,-90075.66,-203440.53,7193365207.91,-7527695087.97,300.53
9579701.13,-76068.94,-165651.53,5816256675.62,-5494347608.69,300.41
-14318901.96,-85621.10,-59816.50,3014836526.75,-3732551509.06,298.73
-5284380.11,67904.66,-47271.53,2497447553.22,-2927220045.12,296.51
-14830876.52,-65322.31,-151321.69,1182326699.01,-2756127881.28,297.58
-12058418.79,-149346.08,-120556.15,1278674766.71,-2691545016.15,298.75
-19002357.53,-209257.51,-166092.80,1907965720.77,-2827731957.42,300.02
29856705.72,-198247.92,-198184.36,4683935785.67,-3357831662.47,301.82
52702750.05,-211920.08,-329020.85,7021020738.63,-4307746414.11,302.74
66276006.98,-212162.89,-146754.09,11774782114.79,-6318174105.84,300.94
49110120.39,-143791.90,-190680.94,10135068296.10,-6419522137.60,300.51
64554824.23,-74183.24,-274563.23,14066793313.38,-7909658899.63,299.37
35103280.71,22080.81,-264195.71,10771290306.80,-7436477111.68,300.18
42244262.23,149179.33,-219450.69,11882608565.18,-7391659194.28,299.00
-5833623.40,130823.89,75786.01,4693770176.38,-5133641376.45,298.38
-3824082.46,182908.68,-29218.74,3769726066.59,-3676535287.28,296.26
-8937498.39,251757.51,88929.32,2370336631.24,-3091292961.05,294.82
-15203983.70,110945.06,-67907.65,2354415182.89,-3082807150.79,297.08
17873889.31,-113400.95,-100601.47,4142564843.82,-3183541441.37,300.29
39350832.54,-146374.21,25576.27,4910094164.99,-3309023187.82,301.71
37501050.13,-125689.32,-253375.59,6052835955.99,-4473093301.45,302.12
51731361.15,-294965.54,-107509.27,6878651835.48,-4908287479.98,301.75
90745840.37,-113435.55,103695.32,11262600513.06,-5554899523.62,300.13
68413746.26,-94589.01,-172316.69,15123947690.59,-7740185211.30,299.21
25684642.33,-159304.10,-321880.42,10006860317.14,-7683907227.57,300.20
11292825.85,-122879.69,-129542.04,6995386452.03,-6405879691.36,300.04
-19947684.15,36532.16,-123422.19,3781397313.41,-4682407483.41,297.83
-18405223.50,46079.14,-22239.27,1584111033.20,-3467880115.51,297.48
