time,WGS84,lwe_thickness
2010-06-16,0,115418452156.12698
2010-07-16,0,67619984250.788376
2010-08-16,0,-29371766588.20485
2010-09-16,0,-175970540977.62042
2010-10-16,0,-110302481157.79837
2010-11-16,0,-102058855392.60608
2010-12-14,0,-67115270080.67775
2011-02-18,0,250253138122.9347
2011-03-16,0,424850734811.25745
2011-04-16,0,405173959959.4067
2011-05-16,0,314196857393.61664
2011-07-18,0,128844103520.1601
2011-08-16,0,68778411272.6467
2011-09-16,0,-56651189058.93617
2011-10-16,0,-30642108862.63408
2011-10-31,0,-27302326435.49167
2011-12-28,0,-45257868617.09085
2012-01-16,0,7003398440.604324
2012-02-15,0,67895616750.81706
2012-03-16,0,15283243131.256088
2012-04-04,0,14211445340.143433
2012-06-16,0,160198906470.08508
2012-07-16,0,94270054611.71988
2012-08-16,0,-63587867803.65807
2012-09-13,0,-175116230410.66583
2012-11-18,0,-137501467774.42868
2012-12-16,0,-96366385575.14117
2013-01-16,0,-49667008379.908676
2013-02-14,0,19716018422.862274
2013-04-21,0,212301362397.7825
2013-05-16,0,95308503233.01384
2013-06-16,0,132578415946.36526
2013-07-16,0,97046015530.78625
2013-10-16,0,-87047024075.70499
2013-11-16,0,-86560006968.50255
2013-12-16,0,-82773052829.73055
2014-01-09,0,-15415916103.52724
2014-03-17,0,105616032352.38802
2014-04-16,0,170141682016.59146
2014-05-16,0,173155588801.45407
2014-06-13,0,171376144747.7305
2014-08-16,0,8102091366.8978195
2014-09-16,0,-110703774556.37918
2014-10-16,0,-169390377473.56555
2014-11-16,0,-151319986345.09613
2015-01-22,0,22045197326.6662
2015-02-15,0,53400235112.45602
2015-03-16,0,172154536203.82877
2015-04-16,0,188525998530.00867
2015-04-27,0,181091967531.2281
2015-07-15,0,120775671052.84583
2015-08-16,0,6223068944.5728
2015-09-14,0,-48746224583.850586
2015-12-23,0,250463339704.59845
2016-01-16,0,346814692057.822
2016-02-14,0,383498288855.2367
2016-03-16,0,502394348607.4781
2016-05-20,0,393578575494.67664
2016-06-16,0,336117997308.378
2016-07-15,0,186884580951.0609
2016-08-21,0,106229865281.2373
2016-11-27,0,205580316253.71814
2016-12-24,0,159015166770.3244
2017-01-21,0,163472356358.24307
2017-03-31,0,316205906079.49786
2017-04-24,0,328741461599.6411
2017-05-13,0,377584983971.8135
2017-06-10,0,431047950449.28613
2018-06-16,0,215227539852.0795
2018-07-10,0,92672091635.82356
2018-10-31,0,118829325818.55003
2018-11-16,0,195114487667.00262
2018-12-16,0,225152081435.18127
2019-01-16,0,248942690734.72452
2019-02-15,0,180628491712.2763
2019-03-16,0,331417391998.7323
2019-04-16,0,406978961247.6145
2019-05-16,0,427561714375.4706
2019-06-16,0,316725951219.0355
2019-07-16,0,189047671965.53967
2019-08-16,0,110015702609.0478
2019-09-16,0,21044179103.656464
2019-10-16,0,-82159427584.19429
2019-11-16,0,-94442686855.97629
2019-12-16,0,17401562731.445984
2020-01-16,0,79638750331.38089
2020-02-15,0,184989510437.32654
2020-03-16,0,129723387596.39246
