time,WGS84,lwe_thickness
2020-04-16,0,405581891439.48114
2020-05-17,0,403503811083.74414
2020-06-16,0,310659616315.3755
2020-07-17,0,149604256310.71103
2020-08-17,0,1988622459.0292358
2020-09-16,0,-95467869147.7529
2020-10-17,0,-83324553891.5742
2020-11-16,0,5466743354.579041
2020-12-17,0,44860694207.93642
2021-01-17,0,119591063621.2212
2021-02-15,0,125967048173.07971
2021-03-17,0,241183784160.90527
2021-04-16,0,257036950546.91724
2021-05-17,0,240004542564.54358
2021-06-16,0,158135872374.922
2021-07-17,0,46630145400.19825
2021-08-17,0,-117643485928.6088
2021-09-16,0,-147420152712.8062
2021-10-17,0,-148386315758.19125
2021-11-16,0,-92142212418.50095
2021-12-17,0,-65037360504.88663
2022-01-17,0,31245600334.925663
2022-02-15,0,89953422310.76743
2022-03-17,0,140061035471.92633
2022-04-16,0,165567314914.82062
2022-05-17,0,197996944419.25153
2022-06-16,0,96144135796.13275
2022-07-17,0,-82988642434.41394
2022-08-17,0,-183625014453.58224
2022-09-16,0,-293186346551.2361
2022-10-17,0,-420271102781.64545
2022-11-16,0,-321641971719.2768
2022-12-17,0,-178234748491.61304
2023-01-17,0,-66187433318.844284
2023-02-15,0,27111881430.21631
2023-03-17,0,94136737872.22815
2023-04-16,0,89469257863.22781
2023-05-17,0,95118304707.25592
2023-06-16,0,7097516243.5282135
2023-07-17,0,-81566197428.70122
2023-08-17,0,-235352988345.34744
2023-09-16,0,-311752920705.918
