time,WGS84,lwe_thickness
2020-04-16,0,571756550681.7029
2020-05-16,0,518354536019.19135
2020-06-16,0,300925731273.2685
2020-07-16,0,201291085976.74902
2020-08-16,0,162518761914.0852
2020-09-16,0,267106842985.02563
2020-10-16,0,298694529326.709
2020-11-16,0,371364166749.0404
2020-12-16,0,516704835326.16394
2021-01-16,0,507632406572.2881
2021-02-15,0,471935723816.3229
2021-03-16,0,410210990137.49774
2021-04-16,0,462763652544.0355
2021-05-16,0,485722467575.918
2021-06-16,0,302537982297.33655
2021-07-16,0,247075580972.16605
2021-08-16,0,123491188909.1433
2021-09-16,0,92306476050.12706
2021-10-16,0,149011588894.48288
2021-11-16,0,351940974284.00916
2021-12-16,0,350104019070.10046
2022-01-16,0,345119634863.7344
2022-02-15,0,197602123926.2793
2022-03-16,0,239380496545.88147
2022-04-16,0,361413373245.49677
2022-05-16,0,352776917450.462
2022-06-16,0,203540529926.95276
2022-07-16,0,48584740889.87977
2022-08-16,0,31680251948.2638
2022-09-16,0,153815732592.32666
2022-10-16,0,183914557296.46478
2022-11-16,0,385482776400.54193
2022-12-16,0,496464950041.2507
2023-01-16,0,444572528382.44
2023-02-15,0,531959292886.77704
2023-03-16,0,577823583451.57
2023-04-16,0,700306908681.7257
2023-05-16,0,678607439979.7985
2023-06-16,0,473098278601.5202
2023-07-16,0,394739494635.2481
2023-08-16,0,226014995287.57367
2023-09-16,0,257571252007.16534
