time,WGS84,lwe_thickness
2015-01-23,0,272584033120.89374
2015-02-15,0,601446887051.135
2015-03-17,0,894904931893.5581
2015-04-12,0,1172756082834.4868
2015-05-02,0,1328734717298.7793
2015-07-16,0,765127441413.9233
2015-08-17,0,102046556273.2282
2015-09-15,0,-514242859916.7112
2015-12-23,0,-806007182354.7777
2016-01-17,0,-635779167070.8235
2016-02-14,0,-480005673771.0936
2016-03-17,0,149787605289.9111
2016-05-20,0,500884758705.06836
2016-06-16,0,346533865135.92944
2016-07-16,0,-79830609634.07776
2016-08-22,0,-614069214600.6083
2016-11-28,0,-901754398640.0018
2016-12-25,0,-601853936357.8651
2017-01-21,0,-15648761365.059883
2017-03-31,0,819050762868.1248
2017-04-25,0,1091843589447.0737
2017-05-15,0,1079997584478.3772
2017-06-11,0,797005746351.2485
2018-06-16,0,787263367890.1487
2018-07-10,0,378654405372.3943
2018-11-01,0,-810539650663.1621
2018-11-21,0,-591642418345.9786
2018-12-17,0,-134097225813.17813
2019-01-14,0,235376798724.2234
2019-02-12,0,618711844222.4379
2019-03-17,0,860649095915.898
2019-04-16,0,982034933982.6309
2019-05-17,0,1067107028093.389
2019-06-16,0,840524745421.2944
2019-07-17,0,452121520751.3904
2019-08-17,0,-92868632074.98842
2019-09-16,0,-573483289847.4644
2019-10-17,0,-730608611906.8696
2019-11-16,0,-601573091611.293
2019-12-17,0,-159353000600.18893
2020-01-17,0,161825645383.3636
2020-02-16,0,307467975405.26917
