time,WGS84,lwe_thickness
2008-04-16,0,129896203082.9774
2008-05-17,0,105954638568.73984
2008-06-16,0,-36948435438.368515
2008-07-17,0,-109012096533.44247
2008-08-17,0,-94156141862.98335
2008-09-16,0,-93400172769.44351
2008-10-17,0,-76401397966.08218
2008-11-16,0,-28879694304.837273
2008-12-17,0,58174248198.55699
2009-01-17,0,96678308536.7943
2009-02-15,0,80586265175.18623
2009-03-17,0,120664428943.14958
2009-04-16,0,118982939886.5667
2009-05-17,0,116355460373.9382
2009-06-16,0,22948332219.009243
2009-07-17,0,-71345293106.25479
2009-08-17,0,-101919647196.1098
2009-09-16,0,-108298264072.25471
2009-10-17,0,-111665188547.05249
2009-11-16,0,-20292887794.367027
2009-12-17,0,31820010091.586975
2010-01-17,0,75088339095.31143
2010-02-15,0,40332859119.84241
2010-03-17,0,49647417287.61549
2010-04-16,0,87401031777.72559
2010-05-17,0,116787874460.5339
2010-06-16,0,4558837484.482323
2010-07-17,0,-50095615032.99212
2010-08-17,0,-74483394223.73279
2010-09-16,0,-97818621788.21915
2010-10-17,0,-67080291870.06625
2010-11-16,0,-6349202845.854881
2010-12-15,0,56360391277.44087
2011-02-19,0,83485857610.6903
2011-03-17,0,74298015203.81279
2011-04-16,0,83222094508.66856
2011-05-17,0,55010102142.18547
2011-07-19,0,-130805350312.00366
2011-08-17,0,-105960653191.23203
2011-09-16,0,-106106791250.66594
2011-10-13,0,-145207873203.95166
2011-11-05,0,-118771936012.85437
2011-12-25,0,-38286631935.27883
2012-01-19,0,-44199378010.95117
2012-02-16,0,-34737784288.63891
2012-03-14,0,-29642685582.097946
2012-04-07,0,-1369890142.1627197
2012-06-16,0,-120971128425.71494
2012-07-17,0,-196288671495.38034
2012-08-17,0,-192255939467.03918
2012-09-14,0,-224224722328.28497
2012-11-19,0,-84771639800.50055
2012-12-17,0,-100102847976.3704
2013-01-17,0,-38823911182.91724
2013-02-14,0,-22373704188.553333
2013-04-21,0,54114449665.619675
2013-05-17,0,61944526721.61194
2013-06-16,0,-18500503068.39518
2013-07-17,0,-101346072335.37999
2013-10-17,0,-102149663082.73604
2013-11-16,0,337897002.3075619
2013-12-17,0,59694668374.7006
2014-01-09,0,129530278718.8248
2014-03-18,0,149600395133.1198
2014-04-16,0,154123594279.32547
2014-05-17,0,176382937022.80087
2014-06-13,0,104691208559.14244
2014-08-17,0,-106531353479.27458
2014-09-16,0,-108299343887.80966
2014-10-17,0,-75856986045.439
2014-11-16,0,12407676827.344902
2015-01-23,0,75026996998.03464
2015-02-15,0,134097187576.90933
2015-03-17,0,129003962475.52351
2015-04-12,0,153938563731.47598
2015-05-02,0,169203980470.2621
2015-07-16,0,-117604574759.24377
2015-08-17,0,-114763884521.49512
2015-09-15,0,-133417157440.43785
2015-12-23,0,6445505639.329758
2016-01-17,0,-3475122218.3832626
2016-02-14,0,19169933256.20063
2016-03-17,0,45364570476.0364
2016-05-20,0,105884632649.25882
2016-06-16,0,-23566955305.614296
2016-07-16,0,-140274268871.50684
2016-08-22,0,-91241865074.36444
2016-11-28,0,-114709078035.12961
2016-12-25,0,-33010182906.67706
2017-01-21,0,-13188327041.64058
2017-03-31,0,11701599610.737556
2017-04-25,0,-18301929004.24607
2017-05-15,0,40063767482.12657
2017-06-11,0,-71775715591.3417
2018-06-16,0,6122765577.947716
2018-07-10,0,-122760649921.05252
2018-11-01,0,-72543947138.67691
2018-11-21,0,-45324302924.37358
2018-12-17,0,22709200342.132763
2019-01-14,0,24983486351.57437
2019-02-12,0,48164195953.25231
2019-03-17,0,75576330643.93542
2019-04-16,0,104739239549.31328
2019-05-17,0,106941010653.4809
2019-06-16,0,-8674627156.879646
2019-07-17,0,-129428466319.28941
2019-08-17,0,-136367350285.1655
2019-09-16,0,-168249201209.78952
2019-10-17,0,-135346064189.91165
2019-11-16,0,-35947505806.14854
2019-12-17,0,37825833368.721695
2020-01-17,0,76496193779.64127
