time,WGS84,lwe_thickness
2020-03-16,0,300889301252.3793
2020-04-16,0,329015594012.5253
2020-05-16,0,253151364196.73492
2020-06-16,0,97897014800.96185
2020-07-16,0,-47338207161.96833
2020-08-16,0,-118153621870.26971
2020-09-16,0,-98227502906.13022
2020-10-16,0,-101884766526.493
2020-11-16,0,-31202492924.04872
2020-12-16,0,-10732923369.40885
2021-01-16,0,38997508880.812256
2021-02-15,0,116549876079.75533
2021-03-16,0,177198191104.36777
2021-04-16,0,184986424850.6047
2021-05-16,0,140683050104.87268
2021-06-16,0,39196203784.07575
2021-07-16,0,-56328689658.47673
2021-08-16,0,-130091267884.22789
2021-09-16,0,-169981026577.35068
2021-10-16,0,-193927800741.828
2021-11-16,0,-87339990854.08788
2021-12-16,0,9971688077.061691
2022-01-16,0,56021785850.077385
2022-02-15,0,77173288472.21568
2022-03-16,0,117861525400.06427
2022-04-16,0,162165424859.28418
2022-05-16,0,118572557297.15184
2022-06-16,0,1340068100.5690403
2022-07-16,0,-79027806578.8404
2022-08-16,0,-175948906013.45395
2022-09-16,0,-256596480189.57407
2022-10-16,0,-297473644233.44464
2022-11-16,0,-196505105840.28778
2022-12-16,0,-104975474626.83421
2023-01-16,0,-7356928921.891663
2023-02-15,0,20047467204.88336
2023-03-16,0,115300586495.90318
2023-04-16,0,113700329577.66864
2023-05-16,0,85219547738.33102
2023-06-16,0,-97726922762.59796
2023-07-16,0,-178872261229.33707
2023-08-16,0,-237570779155.6842
2023-09-16,0,-226859791388.65555
